iter	Logloss
664	0.534606663
665	0.5344670614
666	0.5343697189
667	0.5342847675
668	0.5341807697
669	0.5340160613
670	0.5339095204
671	0.5338231621
672	0.5337659687
673	0.5336916768
674	0.533582755
675	0.5334316822
676	0.5333165378
677	0.5332254721
678	0.5331271016
679	0.5330133641
680	0.5329172121
681	0.5328057472
682	0.5327287498
683	0.5326419587
684	0.5325446704
685	0.5324466245
686	0.5323384603
687	0.5322621122
688	0.532147509
689	0.5320504912
690	0.5319649446
691	0.5318090019
692	0.5316685345
693	0.5315655106
694	0.5314563724
695	0.5312862532
696	0.5311832293
697	0.5310698164
698	0.5309535899
699	0.5308567886
700	0.5307617188
701	0.530644897
702	0.5305535066
703	0.5304518355
704	0.5303489739
705	0.5302546616
706	0.5301292906
707	0.5300277277
708	0.5298863404
709	0.5297916494
710	0.529677479
711	0.5295747798
712	0.5294726216
713	0.5293817182
714	0.5292585657
715	0.5291816766
716	0.5289949458
717	0.5288036698
718	0.5287080048
719	0.5286349033
720	0.5285719743
721	0.5284604553
722	0.5283486657
723	0.5282404473
724	0.5281552795
725	0.5280472776
726	0.527905728
727	0.5277616352
728	0.5276962172
729	0.5275990912
730	0.5275123542
731	0.5274395233
732	0.5273332528
733	0.5272346118
734	0.5271399748
735	0.5269441537
736	0.5268313902
737	0.5267406491
738	0.5265649024
739	0.5264776243
740	0.5263804984
741	0.5262941401
742	0.5261578932
743	0.5260769459
744	0.5260290051
745	0.5259162957
746	0.5258194944
747	0.5257442826
748	0.5256261082
749	0.52554278
750	0.5254591272
751	0.5253729313
752	0.5252697992
753	0.5251937217
754	0.5250771164
755	0.5249776096
756	0.5248652249
757	0.524803865
758	0.5247282204
759	0.524615998
760	0.5245245534
761	0.5244142789
762	0.52430974
763	0.5242201352
764	0.5241181394
765	0.5240111114
766	0.5238879048
767	0.5237687023
768	0.5236543696
769	0.523543067
770	0.523455843
771	0.5233362076
772	0.5232394063
773	0.5231563487
774	0.5230160977
775	0.5229247614
776	0.5228211423
777	0.5226904686
778	0.5225819797
779	0.5224447589
780	0.5223394624
781	0.5222394145
782	0.5221041416
783	0.5219999273
784	0.5218083808
785	0.5217114171
786	0.5215675408
787	0.5214634889
788	0.5213303803
789	0.5212652869
790	0.5211595035
791	0.5210442509
792	0.5209351668
793	0.5208287882
794	0.5207349087
795	0.5205353
796	0.5204264864
797	0.520288995
798	0.5201566439
799	0.5200642254
800	0.519960444
801	0.5198001185
802	0.5196919002
803	0.5195940167
804	0.5194776819
805	0.5193710868
806	0.5192552932
807	0.5191564898
808	0.5190366921
809	0.518927608
810	0.5187834611
811	0.5186422362
812	0.5185696757
813	0.5184115687
814	0.5183114126
815	0.5181863122
816	0.5180250127
817	0.5179348127
818	0.5178109027
819	0.5176884536
820	0.5175796942
821	0.5174595718
822	0.5173500007
823	0.5172352351
824	0.5171035334
825	0.5170188525
826	0.5169168567
827	0.5168215704
828	0.5167249855
829	0.5165749408
830	0.5164569828
831	0.5163434617
832	0.5162321591
833	0.516115121
834	0.515943162
835	0.5158431141
836	0.5157483689
837	0.5156266233
838	0.5154996831
839	0.5153875689
840	0.5152897936
841	0.5150880205
842	0.5149864034
843	0.5148843535
844	0.5147683434
845	0.5146573114
846	0.5145453054
847	0.5144387103
848	0.5142688075
849	0.5141503084
850	0.5140187149
851	0.5138986466
852	0.5137955145
853	0.5136736065
854	0.5135843263
855	0.5134692902
856	0.5133788738
857	0.5132570199
858	0.5131471783
859	0.5130219155
860	0.5129152122
861	0.512820467
862	0.5126785387
863	0.5125578752
864	0.5124420815
865	0.5123551822
866	0.51217765
867	0.5120834459
868	0.5119604557
869	0.5118930357
870	0.5118030521
871	0.5117042487
872	0.511585912
873	0.5114736354
874	0.5113492925
875	0.5112726739
876	0.5111236031
877	0.5110157635
878	0.5108946672
879	0.5107672942
880	0.510681477
881	0.5105641683
882	0.5104633088
883	0.5102754958
884	0.5101499625
885	0.510038714
886	0.5099250306
887	0.5097856454
888	0.5096484245
889	0.5095641224
890	0.5094567698
891	0.5093624575
892	0.5092773438
893	0.5091620912
894	0.509082226
895	0.5089783905
896	0.5088627592
897	0.5087541621
898	0.5086563868
899	0.5085599642
900	0.5084686279
901	0.508362087
902	0.5082196175
903	0.5081319606
904	0.5079905192
905	0.507892798
906	0.507759473
907	0.5076015283
908	0.5074122003
909	0.5073113949
910	0.5072062066
911	0.5070955534
912	0.5068089911
913	0.5066841612
914	0.5065499705
915	0.5064259522
916	0.5063085353
917	0.5061839219
918	0.5060575228
919	0.505927769
920	0.5058358916
921	0.5057242103
922	0.505630926
923	0.5055117235
924	0.5053919799
925	0.5052759157
926	0.5051585529
927	0.5050653228
928	0.504948988
929	0.5048211821
930	0.5046432712
931	0.5045110824
932	0.5043708314
933	0.5042408071
934	0.5041519598
935	0.503955814
936	0.5038349341
937	0.5037255253
938	0.5036255316
939	0.5035139043
940	0.5034037921
941	0.5032742548
942	0.5031587858
943	0.5030348757
944	0.5029315272
945	0.5028138397
946	0.5026916071
947	0.502600379
948	0.5025076359
949	0.5024200872
950	0.5022810266
951	0.5021053882
952	0.5019923
953	0.501792529
954	0.5016786832
955	0.5015691663
956	0.5014598657
957	0.501364363
958	0.5012433208
959	0.5011300161
960	0.5009569209
961	0.500843021
962	0.5007091549
963	0.5005016462
964	0.5003797382
965	0.5002521488
966	0.5001403592
967	0.5000181266
968	0.4999100705
969	0.4997962789
970	0.4996599238
971	0.49947368
972	0.4993543693
973	0.4992325695
974	0.4991054129
975	0.4989754968
976	0.498857647
977	0.4987478053
978	0.4986402363
979	0.4985467897
980	0.4984302927
981	0.4983188277
982	0.498179713
983	0.498044873
984	0.4979369793
985	0.4978211856
986	0.4976256891
987	0.4974946908
988	0.4973949676
989	0.4972719774
990	0.4970724228
991	0.4969182116
992	0.496792516
993	0.4966695258
994	0.4964322029
995	0.4963254455
996	0.4962254517
997	0.4960922891
998	0.4959835837
999	0.495872227
