"StichtagDatJahr","StichtagDatMonat","RaumeinheitSort","RaumeinheitLang","GliederungSort","GliederungLang","ZimmerSort","ZimmerLang","GemeinnuetzigSort","GemeinnuetzigLang","EinheitSort","EinheitLang","PreisartSort","PreisartLang","mean","meanl","meanu","qu25","qu25l","qu25u","qu50","qu50l","qu50u","qu75","qu75l","qu75u","Domain","Sample1","Sample2"
2022,"2022.04",2,"Stadtkreise",70,"Kreis 7",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",25.53,24.96,26.09,19.58,19.09,20.27,24.49,23.75,25.51,30.85,29.82,31.5,10321,1385,421
2024,"2024.04",2,"Stadtkreise",70,"Kreis 7",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",27.68,27.26,28.09,21.42,20.91,22.03,27.07,26.58,27.55,32.66,32,33.33,10192,1375,627
2022,"2022.04",2,"Stadtkreise",80,"Kreis 8",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",19.05,18.51,19.59,14.9,14.83,15.4,17.3,17.19,17.75,21.79,21.37,24.34,98,80,0
2024,"2024.04",2,"Stadtkreise",80,"Kreis 8",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",19.97,19.62,20.33,15.06,14.9,15.38,18.04,17.72,18.72,23.35,22.43,24.93,93,86,0
2022,"2022.04",2,"Stadtkreise",80,"Kreis 8",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",15.9,15.76,16.05,13.12,13.1,13.21,14.75,14.71,15.03,16.86,16.52,16.98,253,235,0
2024,"2024.04",2,"Stadtkreise",80,"Kreis 8",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",16.83,16.71,16.95,13.77,13.7,13.79,15.35,15.3,15.41,18.03,17.88,18.16,246,214,24
2022,"2022.04",2,"Stadtkreise",80,"Kreis 8",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",14.45,14.34,14.57,12.37,12.35,12.39,13.8,13.72,13.89,15.29,15.25,15.34,244,232,0
2024,"2024.04",2,"Stadtkreise",80,"Kreis 8",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",15.42,15.35,15.5,12.71,12.68,12.78,14.79,14.56,14.82,16.23,16.21,16.25,246,227,14
2022,"2022.04",2,"Stadtkreise",80,"Kreis 8",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",15.81,15.7,15.93,12.78,12.71,12.84,14.8,14.71,14.89,16.96,16.68,17.21,595,547,0
2024,"2024.04",2,"Stadtkreise",80,"Kreis 8",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",16.71,16.64,16.79,13.57,13.52,13.6,15.42,15.4,15.5,18,17.86,18.08,585,527,38
2022,"2022.04",2,"Stadtkreise",80,"Kreis 8",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",31.98,30.89,33.06,24.88,22.91,26.45,32.5,31,34.39,38.11,36.82,40.42,2213,477,113
2024,"2024.04",2,"Stadtkreise",80,"Kreis 8",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",34.71,33.77,35.65,25.8,24.95,26.9,34.58,32.79,35.46,42.46,40.28,44.02,2192,497,176
2022,"2022.04",2,"Stadtkreise",80,"Kreis 8",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",28.83,27.82,29.84,22.07,20.21,24.04,29.97,28,30.84,35.37,33.91,37.25,2773,472,125
2024,"2024.04",2,"Stadtkreise",80,"Kreis 8",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",31.62,30.7,32.54,24.17,22.93,25.57,32.07,29.45,33.58,39.05,37.71,40.3,2751,493,185
2022,"2022.04",2,"Stadtkreise",80,"Kreis 8",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",27.07,25.91,28.22,20,17.76,22.01,27.11,25.89,28.25,32.18,30.49,34.21,1393,166,99
2024,"2024.04",2,"Stadtkreise",80,"Kreis 8",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",27.68,26.75,28.62,21.22,20.25,22.28,27.83,26.19,28.86,34.5,33.53,35.64,1367,176,142
2022,"2022.04",2,"Stadtkreise",80,"Kreis 8",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",29.54,28.91,30.17,22.5,21.33,23.69,29.7,28.71,30.65,35.85,34.95,37.16,6379,1115,337
2024,"2024.04",2,"Stadtkreise",80,"Kreis 8",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",31.85,31.3,32.41,24.07,23.26,24.66,31.84,30.87,32.73,38.96,38.12,39.99,6310,1166,503
2022,"2022.04",2,"Stadtkreise",90,"Kreis 9",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",16.35,15.89,16.81,12.68,12.48,13.11,15.25,14.43,16.34,18.96,18.01,19.73,1657,995,46
2024,"2024.04",2,"Stadtkreise",90,"Kreis 9",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",17.55,16.97,18.13,13.99,13.45,14.46,17.21,16.05,17.93,20.34,19.84,20.94,1661,1028,38
2022,"2022.04",2,"Stadtkreise",90,"Kreis 9",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",14.03,13.77,14.28,11.61,11.29,11.99,13.77,13.36,14.29,16.04,15.78,16.33,4058,2215,74
2024,"2024.04",2,"Stadtkreise",90,"Kreis 9",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",14.81,14.54,15.08,12.51,12.2,12.82,14.59,13.86,14.74,16.78,16.31,17.15,3917,2280,59
2022,"2022.04",2,"Stadtkreise",90,"Kreis 9",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",14.14,13.77,14.5,12.04,11.81,12.46,14,13.64,14.35,15.62,15.39,16.59,2299,1211,62
2024,"2024.04",2,"Stadtkreise",90,"Kreis 9",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",14.92,14.58,15.25,12.82,12.57,12.96,14.68,14.33,15.01,16.82,16.05,17.45,2257,1253,57
2022,"2022.04",2,"Stadtkreise",90,"Kreis 9",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",14.53,14.34,14.73,12,11.81,12.17,14.09,13.83,14.34,16.56,16.17,16.88,8014,4421,182
2024,"2024.04",2,"Stadtkreise",90,"Kreis 9",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",15.42,15.2,15.63,12.83,12.65,13.05,14.77,14.63,15.02,17.6,17.16,17.85,7835,4561,154
2022,"2022.04",2,"Stadtkreise",90,"Kreis 9",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",26.28,25.38,27.17,21.24,20.27,21.94,24.72,23.5,26.17,30.39,28.57,31.54,5315,822,78
2024,"2024.04",2,"Stadtkreise",90,"Kreis 9",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",27.88,27.33,28.44,23.02,21.82,23.78,27.93,26.81,28.69,32.57,31.31,33.5,5440,1581,127
2022,"2022.04",2,"Stadtkreise",90,"Kreis 9",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",22,21.38,22.62,17.27,16.93,18.59,21.92,21.28,22.23,25.82,24.27,26.93,6624,1011,94
2024,"2024.04",2,"Stadtkreise",90,"Kreis 9",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",24.74,24.25,25.24,19.9,19.53,20.64,24.3,23.22,25.43,28.37,27.34,29.56,6831,1567,126
2022,"2022.04",2,"Stadtkreise",90,"Kreis 9",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",21.53,20.75,22.3,17.1,16.58,18.89,21.47,20.5,22.59,24.99,23.82,27.34,3028,587,63
2024,"2024.04",2,"Stadtkreise",90,"Kreis 9",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",22.76,22.16,23.35,18.33,17.93,18.84,21.31,20.49,22.06,26.12,24.79,27.27,3140,826,94
2022,"2022.04",2,"Stadtkreise",90,"Kreis 9",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",23.42,22.97,23.87,19.22,18.42,19.67,22.23,21.93,22.85,27.05,26.21,27.72,14967,2420,235
2024,"2024.04",2,"Stadtkreise",90,"Kreis 9",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",25.45,25.13,25.77,20.15,19.83,20.64,24.83,24.04,25.47,29.78,29.24,30.63,15411,3974,347
2022,"2022.04",2,"Stadtkreise",100,"Kreis 10",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",15.98,15.63,16.33,13.37,12.95,13.7,15.24,15.12,15.75,18.46,17.78,19.05,1215,801,52
2024,"2024.04",2,"Stadtkreise",100,"Kreis 10",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",17.21,16.88,17.55,14.55,14.26,15.11,16.62,16.23,16.82,19.59,19.04,20.49,1246,828,44
2022,"2022.04",2,"Stadtkreise",100,"Kreis 10",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",14.42,14,14.84,12.25,11.99,12.49,13.49,13.28,13.89,16.2,15.59,16.77,2128,1429,40
2024,"2024.04",2,"Stadtkreise",100,"Kreis 10",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",14.91,14.61,15.21,12.73,12.67,13.05,14.24,13.89,14.57,16.41,15.91,17.13,2098,1424,41
2022,"2022.04",2,"Stadtkreise",100,"Kreis 10",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",14.13,13.8,14.46,11.8,11.48,12.07,13.65,13.33,14.15,15.91,15.43,16.3,1340,871,53
2024,"2024.04",2,"Stadtkreise",100,"Kreis 10",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",14.96,14.6,15.31,12.58,12.28,12.89,14.45,14.22,14.68,16.72,16.29,17.11,1325,876,48
2022,"2022.04",2,"Stadtkreise",100,"Kreis 10",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",14.74,14.51,14.98,12.25,12.08,12.49,14.08,13.75,14.33,16.56,16.23,16.96,4683,3101,145
2024,"2024.04",2,"Stadtkreise",100,"Kreis 10",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",15.54,15.35,15.73,12.96,12.79,13.17,14.88,14.64,15.21,17.29,17.07,17.58,4669,3128,133
2022,"2022.04",2,"Stadtkreise",100,"Kreis 10",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",27.83,25.79,29.86,23.23,21.11,24.99,26.59,25.98,27.33,30.7,28.15,32.62,2798,426,66
2024,"2024.04",2,"Stadtkreise",100,"Kreis 10",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",27.37,26.5,28.23,22.88,22.18,23.59,26.47,25.29,27.34,30.64,29.55,32.71,2804,429,100
2022,"2022.04",2,"Stadtkreise",100,"Kreis 10",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",23.18,22.03,24.33,19.11,17.41,19.55,22,21.13,23.21,27.13,25,28.03,4956,921,80
2024,"2024.04",2,"Stadtkreise",100,"Kreis 10",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",24.22,23.42,25.01,19.56,18.51,20.93,23.76,22.66,24.82,27.91,26.63,29.27,4893,828,109
2022,"2022.04",2,"Stadtkreise",100,"Kreis 10",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",22.61,21.8,23.41,18.13,17.61,19.4,21.37,20.21,23.21,25.84,24.61,27.25,2652,496,70
2024,"2024.04",2,"Stadtkreise",100,"Kreis 10",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",22.42,21.69,23.14,18.36,17.39,19.35,22.29,20.97,22.99,25.7,25,27.07,2627,450,119
2022,"2022.04",2,"Stadtkreise",100,"Kreis 10",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",24.29,23.49,25.08,19.21,18.43,19.66,23.23,22.48,24.39,27.67,27.08,28.47,10406,1843,216
2024,"2024.04",2,"Stadtkreise",100,"Kreis 10",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",24.61,24.13,25.1,19.84,19.3,20.58,24.06,23.38,24.6,28.36,27.52,29.3,10324,1707,328
2022,"2022.04",2,"Stadtkreise",110,"Kreis 11",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",15.87,15.62,16.12,13.57,13.46,13.71,15.64,15.27,15.87,17.43,17.19,17.71,1540,1010,80
2024,"2024.04",2,"Stadtkreise",110,"Kreis 11",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",17.2,16.78,17.62,14.18,13.69,14.9,16.87,16.44,17.39,19.21,18.75,19.6,1662,1082,60
2022,"2022.04",2,"Stadtkreise",110,"Kreis 11",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",14.94,14.71,15.17,12.94,12.83,13.08,14.2,13.95,14.42,16.65,16.47,16.8,3159,2219,89
2024,"2024.04",2,"Stadtkreise",110,"Kreis 11",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",15.99,15.78,16.21,13.84,13.7,13.91,15.28,15.12,15.47,17.83,17.54,18.28,3235,2321,92
2022,"2022.04",2,"Stadtkreise",110,"Kreis 11",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",13.84,13.65,14.03,12.03,11.87,12.15,13.58,13.48,13.69,15.15,14.96,15.39,2768,1849,106
2024,"2024.04",2,"Stadtkreise",110,"Kreis 11",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",15.05,14.85,15.25,13.19,13,13.35,14.5,14.41,14.73,16.67,16.39,17.02,2766,1885,94
2022,"2022.04",2,"Stadtkreise",110,"Kreis 11",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",14.72,14.59,14.86,12.74,12.61,12.79,14.17,14.04,14.25,16.4,16.23,16.52,7467,5078,275
2024,"2024.04",2,"Stadtkreise",110,"Kreis 11",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",15.92,15.77,16.06,13.61,13.54,13.72,15.26,15.14,15.37,17.78,17.6,18.09,7663,5288,246
2022,"2022.04",2,"Stadtkreise",110,"Kreis 11",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",25.37,24.68,26.05,21.09,19.86,22.13,24.67,23.88,25.4,28.36,27.8,29.18,5662,1181,119
2024,"2024.04",2,"Stadtkreise",110,"Kreis 11",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",26.76,26.18,27.33,21.28,20.26,22.18,26.24,25.39,26.93,32.16,31.14,32.64,5698,1169,171
2022,"2022.04",2,"Stadtkreise",110,"Kreis 11",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",21.84,21.32,22.37,18.16,17.86,19.23,21.56,21.07,22.3,24.72,23.71,25.33,8790,1801,137
2024,"2024.04",2,"Stadtkreise",110,"Kreis 11",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",23.32,22.83,23.81,19.5,18.87,20,23.08,22.54,23.92,27.11,26.45,27.85,8502,1692,196
2022,"2022.04",2,"Stadtkreise",110,"Kreis 11",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",19.65,19.1,20.2,16.84,16.44,17.45,19.25,18.42,19.89,21.92,21.05,22.15,4742,1211,117
2024,"2024.04",2,"Stadtkreise",110,"Kreis 11",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",21.52,20.94,22.09,17.65,17.19,18.31,20.97,20,21.9,24.53,23.81,25.27,4555,1057,151
2022,"2022.04",2,"Stadtkreise",110,"Kreis 11",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",22.34,22,22.68,18.13,17.86,18.64,21.71,21.35,22,25.35,24.96,26.09,19194,4193,373
2024,"2024.04",2,"Stadtkreise",110,"Kreis 11",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",23.92,23.61,24.24,19.29,18.86,19.56,23.17,22.8,23.7,27.86,27.26,28.51,18755,3918,518
2022,"2022.04",2,"Stadtkreise",120,"Kreis 12",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",15.36,15.08,15.65,12.29,12.11,12.68,15.06,14.83,15.5,17.28,17.18,17.68,1355,962,59
2024,"2024.04",2,"Stadtkreise",120,"Kreis 12",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",16.05,15.88,16.21,13.36,13.19,13.59,16.35,16.07,16.64,18.17,17.88,18.5,1396,952,51
2022,"2022.04",2,"Stadtkreise",120,"Kreis 12",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",13.51,13.37,13.66,10.64,10.58,10.92,12.87,12.72,13.02,16.08,15.82,16.42,2932,2025,88
2024,"2024.04",2,"Stadtkreise",120,"Kreis 12",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",14.54,14.39,14.68,11.87,11.78,12.05,14.27,13.94,14.61,17.1,16.82,17.29,3035,2003,91
2022,"2022.04",2,"Stadtkreise",120,"Kreis 12",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",13.35,13.14,13.55,11,10.28,11.52,13.58,12.97,13.77,15.85,15.77,16.01,2104,1302,73
2024,"2024.04",2,"Stadtkreise",120,"Kreis 12",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",14.31,14.06,14.56,12.46,11.91,12.87,14.47,14.1,14.74,16.41,16.04,16.72,2158,1240,73
2022,"2022.04",2,"Stadtkreise",120,"Kreis 12",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",13.85,13.74,13.97,11.29,11.15,11.41,13.46,13.25,13.66,16.33,16.16,16.47,6391,4289,220
2024,"2024.04",2,"Stadtkreise",120,"Kreis 12",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",14.78,14.67,14.9,12.32,12.14,12.52,14.7,14.58,14.96,17.18,16.99,17.33,6589,4195,215
2022,"2022.04",2,"Stadtkreise",120,"Kreis 12",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",23.7,22.71,24.69,20.27,19.28,22.32,24.21,23.2,25,26.56,25.96,28.61,1713,426,64
2024,"2024.04",2,"Stadtkreise",120,"Kreis 12",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",24.22,23.34,25.1,20,19.37,22.14,24.35,23.17,25.49,28.01,26.94,29.3,1626,385,105
2022,"2022.04",2,"Stadtkreise",120,"Kreis 12",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",20,19.41,20.59,17.5,16.69,18.63,20.29,19.41,21.41,22.66,22.17,23.33,2933,582,93
2024,"2024.04",2,"Stadtkreise",120,"Kreis 12",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",21.55,20.98,22.11,18.6,17.59,19.55,21.83,21.07,22.77,25,24.11,25.55,2752,504,132
2022,"2022.04",2,"Stadtkreise",120,"Kreis 12",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",19.07,18.46,19.68,14.9,14.09,16.59,18.47,17.36,19.57,22,20.99,23.26,1107,274,68
2024,"2024.04",2,"Stadtkreise",120,"Kreis 12",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",19.9,19.41,20.39,16.98,15.99,17.78,19.83,19.23,20.42,22.28,21.84,23.19,1000,256,106
2022,"2022.04",2,"Stadtkreise",120,"Kreis 12",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",20.92,20.49,21.36,17.43,17.02,18.36,21.18,20.27,21.72,23.8,23.47,24.51,5753,1282,225
2024,"2024.04",2,"Stadtkreise",120,"Kreis 12",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",22.05,21.65,22.45,18.59,17.96,19.22,22.13,21.63,22.35,25.49,25,26.22,5378,1145,343
2022,"2022.04",2,"Stadtkreise",0,"Ganze Stadt",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"brutto",1055,1046,1063,829,819,834,1000,986,1013,1212,1200,1225,11106,7184,492
2024,"2024.04",2,"Stadtkreise",0,"Ganze Stadt",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"brutto",1134,1124,1143,907,897,916,1087,1077,1102,1288,1274,1305,11437,7442,463
2022,"2022.04",2,"Stadtkreise",0,"Ganze Stadt",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"brutto",1181,1172,1190,919,913,927,1101,1093,1113,1369,1359,1380,22955,14636,597
2024,"2024.04",2,"Stadtkreise",0,"Ganze Stadt",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"brutto",1268,1262,1275,1015,1007,1022,1196,1188,1207,1465,1452,1482,23071,15117,620
2022,"2022.04",2,"Stadtkreise",0,"Ganze Stadt",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"brutto",1517,1509,1526,1208,1191,1227,1469,1450,1483,1777,1763,1795,14925,9288,606
2024,"2024.04",2,"Stadtkreise",0,"Ganze Stadt",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"brutto",1636,1625,1648,1327,1311,1341,1601,1581,1617,1870,1862,1890,14957,9495,581
2022,"2022.04",2,"Stadtkreise",0,"Ganze Stadt",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"brutto",1749,1730,1768,1378,1360,1400,1639,1602,1658,2020,1980,2060,35586,6361,1250
2024,"2024.04",2,"Stadtkreise",0,"Ganze Stadt",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"brutto",1875,1861,1890,1483,1460,1495,1753,1740,1775,2180,2163,2209,35728,7659,1825
2022,"2022.04",2,"Stadtkreise",0,"Ganze Stadt",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"brutto",2062,2039,2085,1585,1560,1610,1920,1890,1950,2418,2370,2470,51225,8720,1311
2024,"2024.04",2,"Stadtkreise",0,"Ganze Stadt",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"brutto",2221,2202,2239,1692,1670,1712,2085,2055,2110,2618,2590,2661,50539,9673,1881
2022,"2022.04",2,"Stadtkreise",0,"Ganze Stadt",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"brutto",2568,2536,2601,1920,1887,1956,2400,2367,2467,3008,2950,3100,25972,4563,1107
2024,"2024.04",2,"Stadtkreise",0,"Ganze Stadt",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"brutto",2727,2699,2756,2042,2007,2077,2585,2530,2610,3250,3200,3298,25502,4969,1564
2022,"2022.04",2,"Stadtkreise",10,"Kreis 1",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"brutto",1133,1128,1138,759,756,769,1026,1006,1027,1369,1363,1376,302,298,0
2024,"2024.04",2,"Stadtkreise",10,"Kreis 1",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"brutto",1209,1201,1217,810,805,820,1096,1096,1100,1455,1434,1464,307,293,9
2022,"2022.04",2,"Stadtkreise",10,"Kreis 1",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"brutto",1522,1514,1530,1044,1043,1047,1407,1396,1413,1868,1845,1882,201,198,0
2024,"2024.04",2,"Stadtkreise",10,"Kreis 1",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"brutto",1760,1754,1765,1205,1203,1206,1537,1535,1542,2106,2071,2114,208,196,11
2022,"2022.04",2,"Stadtkreise",10,"Kreis 1",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"brutto",1750,1737,1763,1181,1165,1198,1486,1463,1489,2162,2143,2178,136,133,0
2024,"2024.04",2,"Stadtkreise",10,"Kreis 1",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"brutto",1999,1982,2016,1379,1337,1429,1742,1726,1804,2410,2388,2417,134,131,0
2022,"2022.04",2,"Stadtkreise",10,"Kreis 1",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"brutto",2204,2095,2314,1730,1600,1879,2220,2116,2383,2602,2430,2775,774,87,106
2024,"2024.04",2,"Stadtkreise",10,"Kreis 1",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"brutto",2387,2302,2472,1854,1737,1932,2271,2175,2377,2841,2719,3000,743,102,148
2022,"2022.04",2,"Stadtkreise",10,"Kreis 1",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"brutto",2853,2715,2991,2013,1875,2300,2668,2500,2943,3500,3290,3689,635,74,111
2024,"2024.04",2,"Stadtkreise",10,"Kreis 1",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"brutto",3102,2993,3211,2294,2122,2467,2975,2861,3073,3624,3488,3745,621,79,171
2022,"2022.04",2,"Stadtkreise",10,"Kreis 1",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"brutto",3386,3213,3559,2417,2042,2764,3303,2888,3594,4143,3800,4300,323,27,80
2024,"2024.04",2,"Stadtkreise",10,"Kreis 1",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",2,"brutto",3728,3541,3915,2500,2340,2955,3730,3346,3897,4865,4444,4994,316,31,101
2022,"2022.04",2,"Stadtkreise",20,"Kreis 2",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"brutto",1072,1044,1099,821,788,885,1017,987,1044,1274,1245,1305,971,535,52
2024,"2024.04",2,"Stadtkreise",20,"Kreis 2",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"brutto",1208,1188,1229,958,908,993,1157,1105,1198,1428,1365,1479,997,583,53
2022,"2022.04",2,"Stadtkreise",20,"Kreis 2",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"brutto",1240,1189,1292,946,914,980,1145,1108,1186,1430,1316,1534,1736,874,61
2024,"2024.04",2,"Stadtkreise",20,"Kreis 2",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",2,"brutto",1363,1337,1389,1089,1067,1130,1274,1233,1318,1560,1476,1653,1745,920,71
