"StichtagDatJahr","StichtagDatMonat","RaumeinheitSort","RaumeinheitLang","GliederungSort","GliederungLang","ZimmerSort","ZimmerLang","GemeinnuetzigSort","GemeinnuetzigLang","EinheitSort","EinheitLang","PreisartSort","PreisartLang","mean","meanl","meanu","qu25","qu25l","qu25u","qu50","qu50l","qu50u","qu75","qu75l","qu75u","Domain","Sample1","Sample2"
2024,"2024.04",4,"Stadtquartiere",23,"Leimbach",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",18.08,17.98,18.18,15.41,15.07,15.54,17.82,17.63,17.92,21.04,20.98,21.07,1117,930,53
2022,"2022.04",4,"Stadtquartiere",23,"Leimbach",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",25.94,23.49,28.39,22.37,19.89,27.3,23.28,22.81,29.99,29.95,22.88,30.94,246,15,11
2024,"2024.04",4,"Stadtquartiere",23,"Leimbach",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",25.96,25.06,26.86,22.37,19.22,24.51,26.08,23.79,27.6,28.34,27.57,29.84,251,15,19
2022,"2022.04",4,"Stadtquartiere",23,"Leimbach",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",20.02,18.9,21.15,17.44,16.17,18.81,18.84,18.48,19.92,20.02,19.36,20.51,336,41,17
2024,"2024.04",4,"Stadtquartiere",23,"Leimbach",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",21.46,20.34,22.58,18.42,17.34,19.35,20.13,19.36,21.42,22.75,21.48,25.41,323,44,35
2022,"2022.04",4,"Stadtquartiere",23,"Leimbach",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",20.44,19.11,21.76,17.18,14.92,18.07,18.52,17.48,20.7,22.99,19.57,26.61,208,30,28
2024,"2024.04",4,"Stadtquartiere",23,"Leimbach",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",20.77,19.76,21.78,17.89,16.78,19.13,20.21,19.92,21.11,23.35,22.28,24.69,218,32,40
2022,"2022.04",4,"Stadtquartiere",23,"Leimbach",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",21.98,21.01,22.94,18,16.71,18.68,19.96,19.13,21.16,23.48,22,28.62,790,86,56
2024,"2024.04",4,"Stadtquartiere",23,"Leimbach",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",22.71,22.1,23.31,18.84,18.06,19.45,21.59,20.91,22.68,25.77,24.52,26.62,792,91,94
2022,"2022.04",4,"Stadtquartiere",24,"Enge",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",15.33,14.71,15.96,12.23,11.11,13.24,14.21,13.8,16.16,17.16,16.23,19.2,58,13,20
2024,"2024.04",4,"Stadtquartiere",24,"Enge",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",15.17,14.59,15.74,11.97,11.11,12.83,13.09,12.61,15.01,16.16,15.68,20.63,57,13,19
2022,"2022.04",4,"Stadtquartiere",24,"Enge",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",13.51,12.99,14.03,11.53,11.31,12.56,13.84,12.25,14.73,15.06,14.41,15.84,189,48,20
2024,"2024.04",4,"Stadtquartiere",24,"Enge",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",13.83,13.04,14.62,11.63,10.13,12.5,13.02,12.37,14.78,15.97,14.81,16.15,181,49,19
2022,"2022.04",4,"Stadtquartiere",24,"Enge",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",12.86,12.53,13.19,11.07,10.78,11.35,11.71,11.53,12.52,13.39,13.12,15.33,86,26,20
2024,"2024.04",4,"Stadtquartiere",24,"Enge",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",13.89,13.35,14.43,11.05,10.51,12.09,12.48,12.07,13.09,14.51,13.25,16.5,94,27,20
2022,"2022.04",4,"Stadtquartiere",24,"Enge",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",13.69,13.36,14.01,11.52,11.11,11.67,13.27,12.34,14.21,15.22,14.84,15.94,333,87,60
2024,"2024.04",4,"Stadtquartiere",24,"Enge",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",14.09,13.62,14.55,11.69,11.03,12.29,12.99,12.49,13.83,15.94,15.02,16.15,332,89,58
2022,"2022.04",4,"Stadtquartiere",24,"Enge",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",31.42,29.46,33.38,23.18,21.61,25.55,29.08,27.9,34.34,40.36,35.37,43.58,951,155,36
2024,"2024.04",4,"Stadtquartiere",24,"Enge",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",33.15,31.02,35.28,25.37,22.79,27.62,31.57,28.01,36.12,42.17,37.4,43.59,962,150,52
2022,"2022.04",4,"Stadtquartiere",24,"Enge",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",27.97,26.01,29.94,21.7,18.66,25,27.24,25,30.39,32.91,30.74,35,1323,259,39
2024,"2024.04",4,"Stadtquartiere",24,"Enge",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",30.05,28.43,31.67,25.27,23.42,26.33,29.29,27.25,32.14,35.82,33.56,38.13,1323,278,52
2022,"2022.04",4,"Stadtquartiere",24,"Enge",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",27.27,25.19,29.36,20.56,20.17,23.46,26.39,23.54,28.48,32.32,28.49,36.21,944,201,38
2024,"2024.04",4,"Stadtquartiere",24,"Enge",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",27.96,26.36,29.55,20.54,19.7,23.76,26.98,25.25,30.25,33.21,31.82,36,952,209,60
2022,"2022.04",4,"Stadtquartiere",24,"Enge",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",28.78,27.62,29.95,22.48,20.54,23.33,27.63,26.25,28.76,34.63,32.72,36.48,3218,615,113
2024,"2024.04",4,"Stadtquartiere",24,"Enge",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",30.35,29.33,31.38,23.82,22.59,25.28,29.4,27.7,31.27,37.08,34.74,38.49,3237,637,164
2022,"2022.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",14.92,14.67,15.17,12.65,12.32,12.84,14.85,14.34,15.33,16.72,16.26,17.16,1432,855,64
2024,"2024.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",15.71,15.22,16.21,12.96,12.41,13.39,14.91,14.46,15.37,18.34,17.39,18.93,1442,866,66
2022,"2022.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",13.1,12.78,13.41,11.04,10.92,11.19,12.19,11.93,12.63,14.55,13.95,15.04,3050,1850,67
2024,"2024.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",13.69,13.39,13.99,11.42,11.13,11.72,12.87,12.58,13.26,15.47,14.89,16.36,2990,1891,63
2022,"2022.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",13.61,13.41,13.81,11.37,11.02,11.88,13.19,13,13.63,15.31,14.88,15.77,1886,1175,84
2024,"2024.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",14.26,13.83,14.69,12.03,11.84,12.29,13.44,13.19,13.76,15.37,14.96,17.09,1871,1218,82
2022,"2022.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",13.66,13.49,13.83,11.33,11.17,11.53,13.02,12.84,13.24,15.62,15.26,15.85,6368,3880,215
2024,"2024.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",14.32,14.08,14.56,11.89,11.72,12.03,13.48,13.27,13.81,16.39,15.84,16.75,6303,3975,211
2022,"2022.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",26.96,26.18,27.74,22,21.37,23.04,25.89,25.23,27.17,31.34,30,32.33,4921,850,122
2024,"2024.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",30.03,29.22,30.85,23.75,22.76,25,29.11,28.54,30.24,33.86,32.77,34.92,4912,863,187
2022,"2022.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",24.22,23.19,25.26,19.85,18.68,20.7,22.59,21.79,24.51,27.58,26.87,29.2,6901,920,110
2024,"2024.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",25.51,24.69,26.33,20.27,19.67,21.39,24.46,23.65,25.33,29.7,28.13,31.84,6785,864,181
2022,"2022.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",22.85,21.81,23.9,18.54,17.96,19.33,21.37,20.15,22.26,25.94,23.56,27.89,2300,269,102
2024,"2024.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",23.2,22.44,23.96,18.59,17.73,19.23,23.08,21.84,24.07,27.93,25.82,29.19,2296,249,139
2022,"2022.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",24.95,24.35,25.55,20,19.33,20.7,23.63,22.84,24.65,28.56,27.83,30,14122,2039,334
2024,"2024.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",26.71,26.21,27.22,20.93,20.26,21.41,25.66,25.14,26.58,31.62,30.54,32.39,13993,1976,507
2022,"2022.04",4,"Stadtquartiere",49,"Aussersihl (Kreis 4)",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",16.66,16.29,17.04,13.18,13,13.33,14.59,14.32,14.91,18.67,18.43,20.24,1218,858,55
2024,"2024.04",4,"Stadtquartiere",49,"Aussersihl (Kreis 4)",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",17.92,17.49,18.34,14.14,14.05,14.33,15.78,15.52,15.93,20.28,19.62,21.09,1213,898,47
2022,"2022.04",4,"Stadtquartiere",49,"Aussersihl (Kreis 4)",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",14.19,13.76,14.62,11.34,11.22,11.49,12.49,12.33,12.81,15.78,14.75,16.51,2066,1512,50
2024,"2024.04",4,"Stadtquartiere",49,"Aussersihl (Kreis 4)",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",15.15,14.84,15.47,12.65,12.44,12.85,14.08,13.9,14.27,15.97,15.68,16.5,2116,1647,49
2022,"2022.04",4,"Stadtquartiere",49,"Aussersihl (Kreis 4)",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",13.75,13.38,14.12,10.9,10.78,11.04,12.95,12.71,13.12,15.14,14.76,15.39,713,478,57
2024,"2024.04",4,"Stadtquartiere",49,"Aussersihl (Kreis 4)",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",15.59,15.14,16.04,12.06,11.93,12.25,13.74,13.56,14,17.19,16.59,17.92,760,553,40
2022,"2022.04",4,"Stadtquartiere",49,"Aussersihl (Kreis 4)",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",14.87,14.61,15.13,11.73,11.61,11.85,13.48,13.31,13.71,16.21,15.83,16.74,3997,2848,162
2024,"2024.04",4,"Stadtquartiere",49,"Aussersihl (Kreis 4)",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",16.06,15.83,16.28,13.04,12.9,13.14,14.5,14.4,14.65,17.3,16.85,17.71,4089,3098,136
2022,"2022.04",4,"Stadtquartiere",49,"Aussersihl (Kreis 4)",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",29.55,28.79,30.3,22.71,21.55,24.57,29.89,28.2,31.13,35.48,34.25,36.32,2857,507,158
2024,"2024.04",4,"Stadtquartiere",49,"Aussersihl (Kreis 4)",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",31.03,30.27,31.79,24.13,22.67,25.1,30.72,29.23,31.49,36.07,35.07,37.6,2880,648,226
2022,"2022.04",4,"Stadtquartiere",49,"Aussersihl (Kreis 4)",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",25.01,24.16,25.85,19.37,17.94,21.31,24.3,23.53,25.78,30.96,28.21,32.13,4073,631,120
2024,"2024.04",4,"Stadtquartiere",49,"Aussersihl (Kreis 4)",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",27.36,26.67,28.05,21.42,20.48,22.64,26.7,26.12,28.16,32.62,31.31,33.23,4013,803,160
2022,"2022.04",4,"Stadtquartiere",49,"Aussersihl (Kreis 4)",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",22.73,21.95,23.5,17.25,16.46,18.49,22.15,20.78,23.33,27.01,26.4,28.71,1483,184,82
2024,"2024.04",4,"Stadtquartiere",49,"Aussersihl (Kreis 4)",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",25.95,24.95,26.96,20.12,18.33,20.54,26.04,24.04,27.53,31.13,29.64,33.02,1467,263,120
2022,"2022.04",4,"Stadtquartiere",49,"Aussersihl (Kreis 4)",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",26.15,25.65,26.65,20,19.08,20.92,25.85,24.92,26.4,31.75,31.17,32.58,8413,1322,360
2024,"2024.04",4,"Stadtquartiere",49,"Aussersihl (Kreis 4)",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",28.38,27.92,28.84,21.75,21.3,22.52,28.01,27.12,28.57,33.89,33.02,34.6,8360,1714,506
2022,"2022.04",4,"Stadtquartiere",59,"Industriequartier (Kreis 5)",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",14.87,14.67,15.07,12.28,11.65,12.49,13.98,13.96,14.18,17.1,16.38,17.73,340,263,16
2024,"2024.04",4,"Stadtquartiere",59,"Industriequartier (Kreis 5)",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",15.71,14.92,16.5,12.12,11.37,12.83,15.09,14.54,15.33,17.48,16.96,17.95,331,252,20
2022,"2022.04",4,"Stadtquartiere",59,"Industriequartier (Kreis 5)",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",13.42,13.13,13.71,11.36,11.03,11.72,12.62,12.56,13.1,15.04,14.52,15.56,917,631,19
2024,"2024.04",4,"Stadtquartiere",59,"Industriequartier (Kreis 5)",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",14.72,14.48,14.97,12.3,12.18,12.44,14.13,14.05,14.92,16.88,16.2,17.25,924,643,20
2022,"2022.04",4,"Stadtquartiere",59,"Industriequartier (Kreis 5)",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",13.7,13.44,13.96,11.05,10.65,11.4,13.09,12.88,13.82,16.25,15.59,16.93,423,294,22
2024,"2024.04",4,"Stadtquartiere",59,"Industriequartier (Kreis 5)",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",14.88,14.71,15.06,12.25,12.12,12.44,15.04,14.5,15.78,17.08,16.94,17.84,407,279,19
2022,"2022.04",4,"Stadtquartiere",59,"Industriequartier (Kreis 5)",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",13.78,13.61,13.96,11.36,11.2,11.71,13.08,12.88,13.27,15.74,15.42,16.26,1680,1188,57
2024,"2024.04",4,"Stadtquartiere",59,"Industriequartier (Kreis 5)",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",14.96,14.75,15.18,12.26,12.14,12.42,14.65,14.26,14.97,17.03,16.95,17.42,1662,1174,59
2022,"2022.04",4,"Stadtquartiere",59,"Industriequartier (Kreis 5)",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",30.01,28.95,31.06,24.57,23.54,25.89,29.74,28.21,30.37,34.78,33.08,36.5,1355,363,77
2024,"2024.04",4,"Stadtquartiere",59,"Industriequartier (Kreis 5)",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",31.34,30.44,32.24,24.69,23.47,25.74,31.23,29.55,32.28,37.04,35.11,38.13,1317,343,94
2022,"2022.04",4,"Stadtquartiere",59,"Industriequartier (Kreis 5)",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",25.6,24.3,26.89,21.22,19.74,22.63,25.27,23.09,26.31,29.88,28.12,32.36,1904,416,66
2024,"2024.04",4,"Stadtquartiere",59,"Industriequartier (Kreis 5)",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",27.65,26.45,28.86,22.71,21.37,24.15,27.07,26.03,29.2,32.81,31.39,33.8,1819,408,85
2022,"2022.04",4,"Stadtquartiere",59,"Industriequartier (Kreis 5)",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",22.49,21.18,23.8,17.17,15.93,18.6,20.67,19.8,23.5,27.88,25.75,30.16,965,189,46
2024,"2024.04",4,"Stadtquartiere",59,"Industriequartier (Kreis 5)",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",23.67,22.43,24.9,19.14,17.65,20.96,23.15,21.47,25.61,28.4,27.68,29.39,914,221,52
2022,"2022.04",4,"Stadtquartiere",59,"Industriequartier (Kreis 5)",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",26.31,25.57,27.04,20.89,20.02,22.17,25.75,25.05,26.84,30.8,30.06,32.53,4224,968,189
2024,"2024.04",4,"Stadtquartiere",59,"Industriequartier (Kreis 5)",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",27.95,27.27,28.63,22.29,21.34,23.14,27.52,26.4,28.34,33.23,32.28,33.87,4050,972,231
2022,"2022.04",4,"Stadtquartiere",61,"Unterstrass",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",17.13,15.89,18.37,13.91,13.58,14.5,15.89,14.18,16.76,18.36,16.85,20.68,617,290,12
2024,"2024.04",4,"Stadtquartiere",61,"Unterstrass",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",17,16.37,17.63,14.69,14.05,15.21,16.49,15.85,17.22,18.26,17.63,19.76,671,342,20
2022,"2022.04",4,"Stadtquartiere",61,"Unterstrass",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",14.01,13.77,14.26,12.93,11.97,13.17,14.16,13.64,14.3,14.97,14.75,15.15,1705,946,23
2024,"2024.04",4,"Stadtquartiere",61,"Unterstrass",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",14.96,14.77,15.15,13.75,13.59,13.93,14.89,14.59,15.39,16.05,15.87,16.45,1770,1074,27
2022,"2022.04",4,"Stadtquartiere",61,"Unterstrass",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",14.36,14.07,14.64,13.27,13.04,13.51,13.87,13.61,14.21,14.81,14.65,16.01,977,552,20
2024,"2024.04",4,"Stadtquartiere",61,"Unterstrass",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",15.28,14.94,15.63,13.99,13.79,14.1,14.86,14.57,15.61,16.72,16.49,17.45,1005,593,22
2022,"2022.04",4,"Stadtquartiere",61,"Unterstrass",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",14.7,14.41,14.98,13.21,13.08,13.41,14.14,13.97,14.29,15.35,15.03,15.91,3299,1788,55
2024,"2024.04",4,"Stadtquartiere",61,"Unterstrass",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",15.45,15.27,15.64,13.94,13.79,14.03,15.2,14.89,15.54,16.73,16.51,17.07,3446,2009,69
2022,"2022.04",4,"Stadtquartiere",61,"Unterstrass",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",26.43,24.97,27.89,22.82,20.07,25.02,26.62,25.1,28.43,31.22,28.76,32.96,1710,278,40
2024,"2024.04",4,"Stadtquartiere",61,"Unterstrass",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",29.16,28.07,30.26,23.75,21.22,25.72,29.42,27.83,30,34.37,31.76,36.11,1675,303,60
2022,"2022.04",4,"Stadtquartiere",61,"Unterstrass",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",25,23.27,26.72,19.33,16.61,21.36,24.96,22.01,27.86,30.71,27.88,33.82,2508,378,43
2024,"2024.04",4,"Stadtquartiere",61,"Unterstrass",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",26.61,25.19,28.03,20.95,18.63,23.39,26.48,25,28.4,31.09,29.51,33.9,2432,380,61
2022,"2022.04",4,"Stadtquartiere",61,"Unterstrass",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",23.87,22.82,24.92,20.15,17.12,20.89,23.75,23.2,24.48,27.9,25.58,30.61,1465,262,51
2024,"2024.04",4,"Stadtquartiere",61,"Unterstrass",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",25.53,24.46,26.59,20.98,18.41,22.45,25,23.52,26.49,30.45,28.82,32.22,1422,262,75
2022,"2022.04",4,"Stadtquartiere",61,"Unterstrass",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",25.13,24.21,26.05,19.87,19.16,21.43,25,24.12,26.34,30.52,28.68,31.57,5683,918,134
2024,"2024.04",4,"Stadtquartiere",61,"Unterstrass",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",27.1,26.34,27.86,21.78,20,22.85,26.99,25.66,28.38,32.02,30.53,32.94,5529,945,196
2022,"2022.04",4,"Stadtquartiere",63,"Oberstrass",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",18.02,17.69,18.35,15.2,15.1,15.42,16.47,16.09,16.52,18,17.7,19.15,59,38,19
2024,"2024.04",4,"Stadtquartiere",63,"Oberstrass",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",19.02,18.63,19.41,15.62,15.61,15.97,17.55,17.5,17.62,19.36,18.53,19.73,60,38,19
2022,"2022.04",4,"Stadtquartiere",63,"Oberstrass",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",15.57,15.23,15.9,12.35,12.29,12.39,14.56,14.49,14.69,16.69,16.6,17.28,234,185,20
2024,"2024.04",4,"Stadtquartiere",63,"Oberstrass",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",16.13,15.77,16.5,12.47,12.4,12.52,15.36,15.1,15.49,17.69,17.43,17.88,235,187,20
2022,"2022.04",4,"Stadtquartiere",63,"Oberstrass",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",14.96,14.85,15.08,13.18,13.1,13.26,14.64,14.53,14.72,16.33,16.12,16.62,179,153,17
2024,"2024.04",4,"Stadtquartiere",63,"Oberstrass",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",15.93,15.77,16.09,13.99,13.98,14.08,15.42,15.29,15.51,17.11,17.01,17.2,183,159,19
2022,"2022.04",4,"Stadtquartiere",63,"Oberstrass",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",15.66,15.48,15.84,12.93,12.86,13.02,14.82,14.75,14.86,16.7,16.66,16.97,472,376,56
2024,"2024.04",4,"Stadtquartiere",63,"Oberstrass",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"netto",16.42,16.22,16.61,13.65,13.61,13.7,15.61,15.58,15.68,17.76,17.59,17.87,478,384,58
2022,"2022.04",4,"Stadtquartiere",63,"Oberstrass",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",29.61,27.32,31.9,23.42,22.83,25.63,28.07,25.73,30.9,35.18,30.75,38.95,868,71,35
2024,"2024.04",4,"Stadtquartiere",63,"Oberstrass",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",30.55,28.75,32.35,23.52,21.94,26.05,28.95,27.86,30.33,36.15,32,39.69,869,81,57
2022,"2022.04",4,"Stadtquartiere",63,"Oberstrass",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",27.38,25.65,29.11,22.37,19.75,24.76,27.32,24.78,29.4,32.07,29.37,37,966,64,44
2024,"2024.04",4,"Stadtquartiere",63,"Oberstrass",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",30.12,28.18,32.07,23.18,19.99,27.76,30,28.77,32.87,37.08,33.36,40.96,937,71,56
2022,"2022.04",4,"Stadtquartiere",63,"Oberstrass",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",23.72,21.66,25.77,16.84,13.75,21.59,23.29,21.67,27.06,31.92,27.88,33.31,888,48,42
2024,"2024.04",4,"Stadtquartiere",63,"Oberstrass",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",26.15,24.67,27.63,20.39,18.56,21.65,25.56,22.57,27.88,31.86,29.14,35.12,868,39,58
2022,"2022.04",4,"Stadtquartiere",63,"Oberstrass",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"netto",26.9,25.74,28.07,21.71,20.42,22.98,26.78,25.45,28.19,32.44,30.64,33.9,2722,183,121
