StichtagDatJahr,StichtagDatMonat,RaumeinheitSort,RaumeinheitLang,GliederungSort,GliederungLang,ZimmerSort,ZimmerLang,GemeinnuetzigSort,GemeinnuetzigLang,EinheitSort,EinheitLang,PreisartSort,PreisartLang,mean,meanl,meanu,qu25,qu25l,qu25u,qu50,qu50l,qu50u,qu75,qu75l,qu75u,Domain,Sample1,Sample2
2024,2024.04,4,Stadtquartiere,39,Wiedikon (Kreis 3),2,2 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,858.0,826.0,891.0,709.0,684.0,728.0,821.0,784.0,849.0,980.0,931.0,1040.0,1442,866,66
2022,2022.04,4,Stadtquartiere,39,Wiedikon (Kreis 3),3,3 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,928.0,904.0,952.0,738.0,728.0,768.0,852.0,832.0,891.0,1025.0,995.0,1106.0,3050,1850,67
2024,2024.04,4,Stadtquartiere,39,Wiedikon (Kreis 3),3,3 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,971.0,948.0,994.0,773.0,764.0,808.0,914.0,871.0,946.0,1088.0,1025.0,1154.0,2990,1891,63
2022,2022.04,4,Stadtquartiere,39,Wiedikon (Kreis 3),4,4 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1286.0,1267.0,1304.0,975.0,969.0,1014.0,1276.0,1250.0,1293.0,1562.0,1546.0,1635.0,1886,1175,84
2024,2024.04,4,Stadtquartiere,39,Wiedikon (Kreis 3),4,4 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1357.0,1314.0,1399.0,1032.0,1002.0,1050.0,1293.0,1280.0,1331.0,1560.0,1506.0,1601.0,1871,1218,82
2022,2022.04,4,Stadtquartiere,39,Wiedikon (Kreis 3),2,2 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1478.0,1429.0,1527.0,1221.0,1173.0,1252.0,1401.0,1330.0,1444.0,1655.0,1566.0,1757.0,4921,850,122
2024,2024.04,4,Stadtquartiere,39,Wiedikon (Kreis 3),2,2 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1647.0,1604.0,1690.0,1330.0,1273.0,1380.0,1520.0,1500.0,1600.0,1847.0,1800.0,1941.0,4912,863,187
2022,2022.04,4,Stadtquartiere,39,Wiedikon (Kreis 3),3,3 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1789.0,1718.0,1860.0,1404.0,1347.0,1500.0,1710.0,1600.0,1788.0,2056.0,1944.0,2283.0,6901,920,110
2024,2024.04,4,Stadtquartiere,39,Wiedikon (Kreis 3),3,3 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1899.0,1842.0,1957.0,1459.0,1415.0,1547.0,1760.0,1712.0,1850.0,2262.0,2150.0,2477.0,6785,864,181
2022,2022.04,4,Stadtquartiere,39,Wiedikon (Kreis 3),4,4 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2286.0,2188.0,2385.0,1800.0,1750.0,1875.0,2169.0,2031.0,2254.0,2700.0,2504.0,2931.0,2300,269,102
2024,2024.04,4,Stadtquartiere,39,Wiedikon (Kreis 3),4,4 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2327.0,2239.0,2414.0,1726.0,1629.0,1804.0,2268.0,2145.0,2395.0,2817.0,2604.0,2965.0,2296,249,139
2022,2022.04,4,Stadtquartiere,49,Aussersihl (Kreis 4),2,2 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,963.0,945.0,981.0,743.0,705.0,780.0,893.0,891.0,905.0,1083.0,1074.0,1132.0,1218,858,55
2024,2024.04,4,Stadtquartiere,49,Aussersihl (Kreis 4),2,2 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1031.0,1010.0,1053.0,808.0,774.0,834.0,936.0,933.0,959.0,1143.0,1136.0,1160.0,1213,898,47
2022,2022.04,4,Stadtquartiere,49,Aussersihl (Kreis 4),3,3 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1000.0,967.0,1032.0,754.0,738.0,769.0,888.0,866.0,912.0,1138.0,1108.0,1169.0,2066,1512,50
2024,2024.04,4,Stadtquartiere,49,Aussersihl (Kreis 4),3,3 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1059.0,1037.0,1081.0,835.0,819.0,861.0,980.0,962.0,997.0,1161.0,1145.0,1190.0,2116,1647,49
2022,2022.04,4,Stadtquartiere,49,Aussersihl (Kreis 4),4,4 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1247.0,1210.0,1283.0,916.0,896.0,944.0,1120.0,1110.0,1141.0,1413.0,1353.0,1440.0,713,478,57
2024,2024.04,4,Stadtquartiere,49,Aussersihl (Kreis 4),4,4 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1405.0,1363.0,1446.0,1021.0,998.0,1052.0,1214.0,1203.0,1233.0,1646.0,1552.0,1704.0,760,553,40
2022,2022.04,4,Stadtquartiere,49,Aussersihl (Kreis 4),2,2 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1647.0,1607.0,1687.0,1266.0,1214.0,1380.0,1600.0,1550.0,1677.0,1902.0,1830.0,1959.0,2857,507,158
2024,2024.04,4,Stadtquartiere,49,Aussersihl (Kreis 4),2,2 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1748.0,1702.0,1795.0,1287.0,1210.0,1350.0,1642.0,1567.0,1706.0,2045.0,1970.0,2170.0,2880,648,226
2022,2022.04,4,Stadtquartiere,49,Aussersihl (Kreis 4),3,3 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1880.0,1814.0,1946.0,1410.0,1264.0,1498.0,1713.0,1664.0,1800.0,2204.0,2119.0,2450.0,4073,631,120
2024,2024.04,4,Stadtquartiere,49,Aussersihl (Kreis 4),3,3 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2049.0,1996.0,2101.0,1542.0,1487.0,1606.0,1980.0,1887.0,2080.0,2426.0,2360.0,2498.0,4013,803,160
2022,2022.04,4,Stadtquartiere,49,Aussersihl (Kreis 4),4,4 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2277.0,2193.0,2360.0,1639.0,1543.0,1697.0,2138.0,1975.0,2236.0,2800.0,2595.0,2985.0,1483,184,82
2024,2024.04,4,Stadtquartiere,49,Aussersihl (Kreis 4),4,4 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2588.0,2489.0,2687.0,1820.0,1718.0,1930.0,2490.0,2288.0,2750.0,3200.0,3077.0,3346.0,1467,263,120
2022,2022.04,4,Stadtquartiere,59,Industriequartier (Kreis 5),2,2 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,804.0,794.0,815.0,663.0,663.0,667.0,740.0,724.0,755.0,938.0,876.0,951.0,340,263,16
2024,2024.04,4,Stadtquartiere,59,Industriequartier (Kreis 5),2,2 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,856.0,825.0,887.0,679.0,660.0,702.0,804.0,793.0,825.0,953.0,899.0,991.0,331,252,20
2022,2022.04,4,Stadtquartiere,59,Industriequartier (Kreis 5),3,3 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,895.0,876.0,913.0,717.0,695.0,742.0,800.0,788.0,837.0,990.0,925.0,1079.0,917,631,19
2024,2024.04,4,Stadtquartiere,59,Industriequartier (Kreis 5),3,3 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,969.0,954.0,984.0,795.0,785.0,799.0,934.0,899.0,955.0,1038.0,1007.0,1183.0,924,643,20
2022,2022.04,4,Stadtquartiere,59,Industriequartier (Kreis 5),4,4 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1223.0,1200.0,1245.0,914.0,878.0,945.0,1191.0,1131.0,1215.0,1548.0,1501.0,1583.0,423,294,22
2024,2024.04,4,Stadtquartiere,59,Industriequartier (Kreis 5),4,4 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1320.0,1302.0,1338.0,1038.0,990.0,1055.0,1248.0,1197.0,1309.0,1614.0,1557.0,1690.0,407,279,19
2022,2022.04,4,Stadtquartiere,59,Industriequartier (Kreis 5),2,2 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1797.0,1731.0,1864.0,1360.0,1267.0,1450.0,1698.0,1600.0,1840.0,2098.0,1980.0,2299.0,1355,363,77
2024,2024.04,4,Stadtquartiere,59,Industriequartier (Kreis 5),2,2 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1841.0,1791.0,1891.0,1376.0,1330.0,1492.0,1778.0,1700.0,1890.0,2220.0,2128.0,2349.0,1317,343,94
2022,2022.04,4,Stadtquartiere,59,Industriequartier (Kreis 5),3,3 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2146.0,2036.0,2257.0,1650.0,1498.0,1720.0,1975.0,1789.0,2237.0,2559.0,2445.0,2755.0,1904,416,66
2024,2024.04,4,Stadtquartiere,59,Industriequartier (Kreis 5),3,3 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2270.0,2180.0,2361.0,1667.0,1540.0,1832.0,2206.0,2020.0,2431.0,2727.0,2644.0,2862.0,1819,408,85
2022,2022.04,4,Stadtquartiere,59,Industriequartier (Kreis 5),4,4 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2432.0,2299.0,2566.0,1662.0,1567.0,2123.0,2218.0,2129.0,2483.0,2880.0,2800.0,3200.0,965,189,46
2024,2024.04,4,Stadtquartiere,59,Industriequartier (Kreis 5),4,4 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2591.0,2463.0,2718.0,1875.0,1648.0,2145.0,2403.0,2271.0,2611.0,3320.0,3080.0,3572.0,914,221,52
2022,2022.04,4,Stadtquartiere,61,Unterstrass,2,2 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,991.0,917.0,1066.0,704.0,680.0,792.0,809.0,773.0,870.0,1128.0,1022.0,1331.0,617,290,12
2024,2024.04,4,Stadtquartiere,61,Unterstrass,2,2 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,974.0,933.0,1016.0,749.0,723.0,809.0,925.0,862.0,941.0,1079.0,968.0,1264.0,671,342,20
2022,2022.04,4,Stadtquartiere,61,Unterstrass,3,3 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,979.0,961.0,997.0,804.0,771.0,822.0,973.0,936.0,991.0,1050.0,1009.0,1083.0,1705,946,23
2024,2024.04,4,Stadtquartiere,61,Unterstrass,3,3 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1049.0,1034.0,1064.0,859.0,832.0,886.0,992.0,992.0,1058.0,1196.0,1148.0,1257.0,1770,1074,27
2022,2022.04,4,Stadtquartiere,61,Unterstrass,4,4 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1357.0,1334.0,1379.0,1167.0,1127.0,1190.0,1275.0,1253.0,1317.0,1461.0,1406.0,1528.0,977,552,20
2024,2024.04,4,Stadtquartiere,61,Unterstrass,4,4 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1461.0,1429.0,1492.0,1184.0,1170.0,1258.0,1378.0,1355.0,1402.0,1751.0,1713.0,1810.0,1005,593,22
2022,2022.04,4,Stadtquartiere,61,Unterstrass,2,2 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1504.0,1405.0,1602.0,1251.0,1210.0,1300.0,1421.0,1315.0,1526.0,1799.0,1617.0,2031.0,1710,278,40
2024,2024.04,4,Stadtquartiere,61,Unterstrass,2,2 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1673.0,1603.0,1742.0,1349.0,1227.0,1445.0,1587.0,1503.0,1760.0,2053.0,1926.0,2150.0,1675,303,60
2022,2022.04,4,Stadtquartiere,61,Unterstrass,3,3 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1908.0,1777.0,2040.0,1415.0,1347.0,1497.0,1900.0,1600.0,2167.0,2300.0,2169.0,2580.0,2508,378,43
2024,2024.04,4,Stadtquartiere,61,Unterstrass,3,3 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2041.0,1937.0,2145.0,1483.0,1342.0,1720.0,1915.0,1778.0,2174.0,2423.0,2307.0,2588.0,2432,380,61
2022,2022.04,4,Stadtquartiere,61,Unterstrass,4,4 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2419.0,2316.0,2521.0,1880.0,1806.0,2100.0,2441.0,2290.0,2600.0,2800.0,2700.0,3150.0,1465,262,51
2024,2024.04,4,Stadtquartiere,61,Unterstrass,4,4 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2585.0,2484.0,2686.0,2001.0,1911.0,2107.0,2528.0,2359.0,2726.0,3189.0,3011.0,3388.0,1422,262,75
2022,2022.04,4,Stadtquartiere,63,Oberstrass,2,2 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1137.0,1118.0,1156.0,941.0,925.0,952.0,1039.0,1028.0,1043.0,1339.0,1145.0,1363.0,59,38,19
2024,2024.04,4,Stadtquartiere,63,Oberstrass,2,2 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1166.0,1144.0,1188.0,970.0,969.0,980.0,1094.0,1081.0,1107.0,1372.0,1279.0,1411.0,60,38,19
2022,2022.04,4,Stadtquartiere,63,Oberstrass,3,3 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1157.0,1133.0,1181.0,826.0,824.0,829.0,1120.0,1108.0,1135.0,1277.0,1256.0,1308.0,234,185,20
2024,2024.04,4,Stadtquartiere,63,Oberstrass,3,3 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1201.0,1172.0,1230.0,830.0,828.0,834.0,1165.0,1154.0,1176.0,1335.0,1306.0,1354.0,235,187,20
2022,2022.04,4,Stadtquartiere,63,Oberstrass,4,4 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1482.0,1469.0,1495.0,1265.0,1248.0,1265.0,1427.0,1424.0,1437.0,1601.0,1593.0,1610.0,179,153,17
2024,2024.04,4,Stadtquartiere,63,Oberstrass,4,4 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1571.0,1556.0,1586.0,1317.0,1313.0,1324.0,1488.0,1485.0,1497.0,1701.0,1663.0,1717.0,183,159,19
2022,2022.04,4,Stadtquartiere,63,Oberstrass,2,2 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1679.0,1520.0,1837.0,1307.0,1147.0,1425.0,1581.0,1422.0,1658.0,1808.0,1662.0,2000.0,868,71,35
2024,2024.04,4,Stadtquartiere,63,Oberstrass,2,2 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1728.0,1632.0,1823.0,1353.0,1221.0,1500.0,1680.0,1583.0,1763.0,1999.0,1880.0,2229.0,869,81,57
2022,2022.04,4,Stadtquartiere,63,Oberstrass,3,3 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2190.0,2058.0,2322.0,1773.0,1545.0,1922.0,2173.0,1940.0,2405.0,2665.0,2425.0,2850.0,966,64,44
2024,2024.04,4,Stadtquartiere,63,Oberstrass,3,3 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2426.0,2273.0,2580.0,1930.0,1382.0,2062.0,2329.0,2211.0,2666.0,2901.0,2848.0,3244.0,937,71,56
2022,2022.04,4,Stadtquartiere,63,Oberstrass,4,4 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2567.0,2316.0,2817.0,1705.0,1182.0,2101.0,2466.0,2127.0,2689.0,3289.0,2711.0,3541.0,888,48,42
2024,2024.04,4,Stadtquartiere,63,Oberstrass,4,4 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2770.0,2615.0,2925.0,2042.0,1797.0,2233.0,2800.0,2470.0,3048.0,3496.0,3150.0,3757.0,868,39,58
2022,2022.04,4,Stadtquartiere,71,Fluntern,2,2 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1096.0,1096.0,1096.0,990.0,999.0,999.0,1038.0,1038.0,1038.0,1191.0,1191.0,1191.0,48,48,0
2024,2024.04,4,Stadtquartiere,71,Fluntern,2,2 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1196.0,1184.0,1209.0,1027.0,1027.0,1028.0,1060.0,1060.0,1061.0,1167.0,1167.0,1171.0,53,52,0
2022,2022.04,4,Stadtquartiere,71,Fluntern,3,3 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1288.0,1266.0,1310.0,1157.0,1145.0,1166.0,1271.0,1262.0,1275.0,1431.0,1388.0,1438.0,75,61,12
2024,2024.04,4,Stadtquartiere,71,Fluntern,3,3 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1522.0,1500.0,1544.0,1266.0,1262.0,1276.0,1306.0,1306.0,1325.0,1456.0,1445.0,1462.0,81,78,0
2022,2022.04,4,Stadtquartiere,71,Fluntern,4,4 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1331.0,1323.0,1339.0,1054.0,1032.0,1065.0,1428.0,1428.0,1429.0,1516.0,1515.0,1518.0,51,49,0
2024,2024.04,4,Stadtquartiere,71,Fluntern,4,4 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1642.0,1619.0,1665.0,1488.0,1473.0,1503.0,1544.0,1544.0,1546.0,1607.0,1572.0,1620.0,51,50,0
2022,2022.04,4,Stadtquartiere,71,Fluntern,2,2 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1793.0,1663.0,1923.0,1339.0,1253.0,1469.0,1755.0,1415.0,1906.0,2113.0,1903.0,2381.0,520,65,34
2024,2024.04,4,Stadtquartiere,71,Fluntern,2,2 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1955.0,1851.0,2059.0,1467.0,1379.0,1606.0,1990.0,1635.0,2268.0,2424.0,2301.0,2589.0,507,51,44
2022,2022.04,4,Stadtquartiere,71,Fluntern,3,3 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2680.0,2536.0,2824.0,1980.0,1800.0,2277.0,2608.0,2399.0,2849.0,3250.0,3148.0,3655.0,695,121,39
2024,2024.04,4,Stadtquartiere,71,Fluntern,3,3 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2786.0,2641.0,2932.0,1993.0,1594.0,2133.0,2719.0,2450.0,2814.0,3483.0,3228.0,3794.0,667,108,58
2022,2022.04,4,Stadtquartiere,71,Fluntern,4,4 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2922.0,2717.0,3128.0,2234.0,1957.0,2481.0,2932.0,2483.0,3061.0,3509.0,3072.0,4038.0,693,100,35
2024,2024.04,4,Stadtquartiere,71,Fluntern,4,4 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,3084.0,2944.0,3225.0,2367.0,2270.0,2625.0,2937.0,2819.0,3230.0,3620.0,3240.0,3829.0,663,89,54
2022,2022.04,4,Stadtquartiere,72,Hottingen,2,2 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1264.0,1247.0,1281.0,1130.0,1052.0,1171.0,1343.0,1316.0,1354.0,1435.0,1413.0,1440.0,122,91,18
2024,2024.04,4,Stadtquartiere,72,Hottingen,2,2 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1363.0,1339.0,1387.0,1230.0,1217.0,1247.0,1366.0,1362.0,1373.0,1463.0,1456.0,1485.0,125,92,20
2022,2022.04,4,Stadtquartiere,72,Hottingen,3,3 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1606.0,1575.0,1638.0,1228.0,1205.0,1256.0,1388.0,1375.0,1397.0,1710.0,1617.0,1965.0,132,90,28
2024,2024.04,4,Stadtquartiere,72,Hottingen,3,3 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1802.0,1771.0,1833.0,1320.0,1316.0,1328.0,1457.0,1442.0,1468.0,2301.0,2102.0,2409.0,133,96,26
2022,2022.04,4,Stadtquartiere,72,Hottingen,4,4 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1992.0,1934.0,2049.0,1338.0,1320.0,1379.0,1635.0,1603.0,1646.0,2230.0,2149.0,2357.0,123,91,23
2024,2024.04,4,Stadtquartiere,72,Hottingen,4,4 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,2155.0,2086.0,2224.0,1464.0,1434.0,1495.0,1848.0,1699.0,1892.0,2620.0,2225.0,3008.0,121,87,20
2022,2022.04,4,Stadtquartiere,72,Hottingen,2,2 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1700.0,1588.0,1813.0,1285.0,1164.0,1534.0,1817.0,1559.0,1945.0,2010.0,1900.0,2162.0,865,89,37
2024,2024.04,4,Stadtquartiere,72,Hottingen,2,2 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1949.0,1868.0,2031.0,1500.0,1400.0,1711.0,1954.0,1762.0,2144.0,2363.0,2199.0,2408.0,864,85,51
2022,2022.04,4,Stadtquartiere,72,Hottingen,3,3 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2247.0,2054.0,2439.0,1811.0,1647.0,2023.0,2216.0,2020.0,2400.0,2559.0,2362.0,2650.0,1169,108,41
2024,2024.04,4,Stadtquartiere,72,Hottingen,3,3 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2407.0,2302.0,2512.0,2000.0,1884.0,2112.0,2445.0,2225.0,2588.0,2774.0,2619.0,2901.0,1160,102,60
2022,2022.04,4,Stadtquartiere,72,Hottingen,4,4 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2810.0,2578.0,3042.0,2078.0,1826.0,2395.0,2919.0,2391.0,3000.0,3133.0,3007.0,3832.0,971,54,42
2024,2024.04,4,Stadtquartiere,72,Hottingen,4,4 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2855.0,2682.0,3029.0,2271.0,2205.0,2546.0,2850.0,2531.0,2987.0,3258.0,3058.0,3509.0,936,49,49
2022,2022.04,4,Stadtquartiere,73,Hirslanden,2,2 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,900.0,873.0,928.0,769.0,743.0,852.0,859.0,835.0,948.0,1023.0,951.0,1089.0,78,30,10
2024,2024.04,4,Stadtquartiere,73,Hirslanden,2,2 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,936.0,900.0,972.0,769.0,752.0,863.0,871.0,855.0,989.0,1059.0,989.0,1172.0,81,30,11
2022,2022.04,4,Stadtquartiere,73,Hirslanden,3,3 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1034.0,1002.0,1067.0,889.0,884.0,965.0,972.0,922.0,1020.0,1075.0,1046.0,1135.0,221,72,12
2024,2024.04,4,Stadtquartiere,73,Hirslanden,3,3 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1084.0,1066.0,1103.0,915.0,885.0,981.0,981.0,924.0,1055.0,1146.0,1114.0,1160.0,235,79,11
2022,2022.04,4,Stadtquartiere,73,Hirslanden,4,4 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1177.0,1134.0,1219.0,1025.0,872.0,1070.0,1094.0,1093.0,1136.0,1321.0,1244.0,1391.0,89,33,15
2024,2024.04,4,Stadtquartiere,73,Hirslanden,4,4 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1261.0,1237.0,1285.0,1071.0,994.0,1102.0,1138.0,1127.0,1189.0,1418.0,1314.0,1463.0,100,43,12
2022,2022.04,4,Stadtquartiere,73,Hirslanden,2,2 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1698.0,1590.0,1806.0,1351.0,1110.0,1519.0,1600.0,1548.0,1700.0,2122.0,1620.0,2339.0,588,84,34
2024,2024.04,4,Stadtquartiere,73,Hirslanden,2,2 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1929.0,1822.0,2037.0,1500.0,1355.0,1620.0,1915.0,1790.0,2025.0,2314.0,2216.0,2491.0,642,102,47
2022,2022.04,4,Stadtquartiere,73,Hirslanden,3,3 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1893.0,1770.0,2015.0,1540.0,1432.0,1705.0,1888.0,1701.0,2039.0,2227.0,2045.0,2381.0,1043,115,40
2024,2024.04,4,Stadtquartiere,73,Hirslanden,3,3 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2108.0,1980.0,2235.0,1584.0,1390.0,1795.0,2052.0,1960.0,2250.0,2557.0,2301.0,2750.0,1062,118,62
2022,2022.04,4,Stadtquartiere,73,Hirslanden,4,4 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2277.0,1975.0,2580.0,1375.0,1200.0,1897.0,2071.0,1798.0,2520.0,2801.0,2358.0,3305.0,674,46,26
2024,2024.04,4,Stadtquartiere,73,Hirslanden,4,4 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2372.0,2193.0,2550.0,1870.0,1525.0,2097.0,2278.0,2109.0,2567.0,2949.0,2615.0,3109.0,647,36,55
2022,2022.04,4,Stadtquartiere,74,Witikon,2,2 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,985.0,952.0,1018.0,719.0,725.0,725.0,982.0,857.0,1034.0,1163.0,1114.0,1208.0,54,22,20
2024,2024.04,4,Stadtquartiere,74,Witikon,2,2 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1178.0,980.0,1375.0,754.0,1041.0,1200.0,1150.0,972.0,1287.0,1289.0,1259.0,1497.0,99,24,5
2022,2022.04,4,Stadtquartiere,74,Witikon,3,3 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1226.0,1209.0,1243.0,987.0,987.0,1009.0,1197.0,1188.0,1239.0,1400.0,1362.0,1421.0,88,59,20
2024,2024.04,4,Stadtquartiere,74,Witikon,3,3 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1290.0,1233.0,1347.0,1003.0,923.0,1021.0,1299.0,1114.0,1335.0,1493.0,1407.0,1683.0,103,53,17
2022,2022.04,4,Stadtquartiere,74,Witikon,4,4 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1409.0,1387.0,1432.0,1206.0,1182.0,1222.0,1281.0,1244.0,1390.0,1618.0,1555.0,1665.0,158,69,20
2024,2024.04,4,Stadtquartiere,74,Witikon,4,4 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1434.0,1394.0,1475.0,1202.0,1181.0,1215.0,1286.0,1217.0,1480.0,1723.0,1592.0,1841.0,160,65,17
2022,2022.04,4,Stadtquartiere,74,Witikon,2,2 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1376.0,1292.0,1459.0,1110.0,836.0,1285.0,1390.0,1302.0,1465.0,1658.0,1519.0,1700.0,678,156,33
2024,2024.04,4,Stadtquartiere,74,Witikon,2,2 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1551.0,1476.0,1626.0,1259.0,1183.0,1397.0,1483.0,1434.0,1550.0,1749.0,1638.0,1895.0,700,156,44
2022,2022.04,4,Stadtquartiere,74,Witikon,3,3 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1606.0,1527.0,1684.0,1277.0,1131.0,1423.0,1581.0,1440.0,1680.0,1790.0,1703.0,2083.0,1422,276,31
2024,2024.04,4,Stadtquartiere,74,Witikon,3,3 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1890.0,1817.0,1962.0,1444.0,1300.0,1529.0,1727.0,1688.0,1800.0,2168.0,2027.0,2436.0,1397,293,56
2022,2022.04,4,Stadtquartiere,74,Witikon,4,4 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2302.0,2118.0,2487.0,1798.0,1662.0,1889.0,1943.0,1896.0,2235.0,2494.0,2238.0,2827.0,1003,171,29
