StichtagDatJahr,StichtagDatMonat,RaumeinheitSort,RaumeinheitLang,GliederungSort,GliederungLang,ZimmerSort,ZimmerLang,GemeinnuetzigSort,GemeinnuetzigLang,EinheitSort,EinheitLang,PreisartSort,PreisartLang,mean,meanl,meanu,qu25,qu25l,qu25u,qu50,qu50l,qu50u,qu75,qu75l,qu75u,Domain,Sample1,Sample2
2022,2022.04,2,Stadtkreise,50,Kreis 5,3,3 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,895.0,876.0,913.0,717.0,695.0,742.0,800.0,788.0,837.0,990.0,925.0,1079.0,917,631,19
2024,2024.04,2,Stadtkreise,50,Kreis 5,3,3 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,969.0,954.0,984.0,795.0,785.0,799.0,934.0,899.0,955.0,1038.0,1007.0,1183.0,924,643,20
2022,2022.04,2,Stadtkreise,50,Kreis 5,4,4 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1223.0,1200.0,1245.0,914.0,878.0,945.0,1191.0,1131.0,1215.0,1548.0,1501.0,1583.0,423,294,22
2024,2024.04,2,Stadtkreise,50,Kreis 5,4,4 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1320.0,1302.0,1338.0,1038.0,990.0,1055.0,1248.0,1197.0,1309.0,1614.0,1557.0,1690.0,407,279,19
2022,2022.04,2,Stadtkreise,50,Kreis 5,2,2 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1797.0,1731.0,1864.0,1360.0,1267.0,1450.0,1698.0,1600.0,1840.0,2098.0,1980.0,2299.0,1355,363,77
2024,2024.04,2,Stadtkreise,50,Kreis 5,2,2 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1841.0,1791.0,1891.0,1376.0,1330.0,1492.0,1778.0,1700.0,1890.0,2220.0,2128.0,2349.0,1317,343,94
2022,2022.04,2,Stadtkreise,50,Kreis 5,3,3 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2146.0,2036.0,2257.0,1650.0,1498.0,1720.0,1975.0,1789.0,2237.0,2559.0,2445.0,2755.0,1904,416,66
2024,2024.04,2,Stadtkreise,50,Kreis 5,3,3 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2270.0,2180.0,2361.0,1667.0,1540.0,1832.0,2206.0,2020.0,2431.0,2727.0,2644.0,2862.0,1819,408,85
2022,2022.04,2,Stadtkreise,50,Kreis 5,4,4 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2432.0,2299.0,2566.0,1662.0,1567.0,2123.0,2218.0,2129.0,2483.0,2880.0,2800.0,3200.0,965,189,46
2024,2024.04,2,Stadtkreise,50,Kreis 5,4,4 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2591.0,2463.0,2718.0,1875.0,1648.0,2145.0,2403.0,2271.0,2611.0,3320.0,3080.0,3572.0,914,221,52
2022,2022.04,2,Stadtkreise,60,Kreis 6,2,2 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1004.0,936.0,1072.0,708.0,680.0,792.0,810.0,809.0,986.0,1138.0,1034.0,1343.0,676,328,31
2024,2024.04,2,Stadtkreise,60,Kreis 6,2,2 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,990.0,952.0,1028.0,755.0,723.0,813.0,927.0,898.0,965.0,1109.0,1003.0,1264.0,731,380,39
2022,2022.04,2,Stadtkreise,60,Kreis 6,3,3 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1001.0,985.0,1017.0,809.0,791.0,820.0,979.0,954.0,992.0,1086.0,1055.0,1129.0,1939,1131,43
2024,2024.04,2,Stadtkreise,60,Kreis 6,3,3 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1067.0,1053.0,1080.0,855.0,832.0,886.0,992.0,992.0,1055.0,1239.0,1175.0,1272.0,2005,1261,47
2022,2022.04,2,Stadtkreise,60,Kreis 6,4,4 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1375.0,1356.0,1395.0,1182.0,1139.0,1191.0,1292.0,1271.0,1350.0,1491.0,1454.0,1543.0,1156,705,37
2024,2024.04,2,Stadtkreise,60,Kreis 6,4,4 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1478.0,1451.0,1505.0,1189.0,1171.0,1258.0,1400.0,1357.0,1413.0,1751.0,1736.0,1804.0,1188,752,41
2022,2022.04,2,Stadtkreise,60,Kreis 6,2,2 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1563.0,1478.0,1647.0,1260.0,1234.0,1308.0,1500.0,1400.0,1610.0,1807.0,1686.0,2000.0,2578,349,75
2024,2024.04,2,Stadtkreise,60,Kreis 6,2,2 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1692.0,1636.0,1749.0,1351.0,1250.0,1443.0,1611.0,1550.0,1705.0,2000.0,1933.0,2127.0,2544,384,117
2022,2022.04,2,Stadtkreise,60,Kreis 6,3,3 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1987.0,1885.0,2089.0,1450.0,1403.0,1606.0,1950.0,1800.0,2198.0,2450.0,2230.0,2650.0,3474,442,87
2024,2024.04,2,Stadtkreise,60,Kreis 6,3,3 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2148.0,2062.0,2235.0,1543.0,1408.0,1750.0,2123.0,1926.0,2273.0,2611.0,2505.0,2767.0,3369,451,117
2022,2022.04,2,Stadtkreise,60,Kreis 6,4,4 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2475.0,2360.0,2589.0,1861.0,1569.0,2035.0,2446.0,2340.0,2591.0,2900.0,2728.0,3200.0,2353,310,93
2024,2024.04,2,Stadtkreise,60,Kreis 6,4,4 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2652.0,2566.0,2739.0,2004.0,1895.0,2103.0,2562.0,2397.0,2755.0,3310.0,3094.0,3457.0,2290,301,133
2022,2022.04,2,Stadtkreise,70,Kreis 7,2,2 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1093.0,1081.0,1105.0,848.0,806.0,861.0,1060.0,1037.0,1089.0,1329.0,1312.0,1356.0,302,191,48
2024,2024.04,2,Stadtkreise,70,Kreis 7,2,2 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1192.0,1136.0,1248.0,999.0,819.0,1077.0,1168.0,1127.0,1271.0,1372.0,1364.0,1392.0,358,198,36
2022,2022.04,2,Stadtkreise,70,Kreis 7,3,3 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1248.0,1231.0,1265.0,900.0,885.0,968.0,1140.0,1105.0,1167.0,1384.0,1374.0,1415.0,516,282,72
2024,2024.04,2,Stadtkreise,70,Kreis 7,3,3 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1360.0,1344.0,1376.0,927.0,923.0,1026.0,1244.0,1207.0,1271.0,1468.0,1444.0,1497.0,552,306,54
2022,2022.04,2,Stadtkreise,70,Kreis 7,4,4 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1523.0,1502.0,1544.0,1149.0,1107.0,1172.0,1355.0,1322.0,1400.0,1651.0,1639.0,1688.0,421,242,58
2024,2024.04,2,Stadtkreise,70,Kreis 7,4,4 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1619.0,1593.0,1644.0,1182.0,1139.0,1202.0,1467.0,1424.0,1519.0,1776.0,1692.0,1866.0,432,245,49
2022,2022.04,2,Stadtkreise,70,Kreis 7,2,2 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1636.0,1581.0,1692.0,1275.0,1205.0,1350.0,1583.0,1526.0,1651.0,1972.0,1898.0,2030.0,2651,394,138
2024,2024.04,2,Stadtkreise,70,Kreis 7,2,2 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1842.0,1797.0,1887.0,1400.0,1360.0,1450.0,1730.0,1640.0,1834.0,2282.0,2210.0,2367.0,2713,394,186
2022,2022.04,2,Stadtkreise,70,Kreis 7,3,3 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2022.0,1953.0,2092.0,1540.0,1440.0,1610.0,1891.0,1800.0,1999.0,2426.0,2273.0,2500.0,4329,620,151
2024,2024.04,2,Stadtkreise,70,Kreis 7,3,3 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2226.0,2173.0,2280.0,1609.0,1530.0,1688.0,2102.0,2039.0,2184.0,2724.0,2599.0,2800.0,4286,621,236
2022,2022.04,2,Stadtkreise,70,Kreis 7,4,4 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2574.0,2460.0,2688.0,1873.0,1791.0,1931.0,2350.0,2261.0,2502.0,3062.0,2984.0,3388.0,3341,371,132
2024,2024.04,2,Stadtkreise,70,Kreis 7,4,4 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2650.0,2572.0,2728.0,1988.0,1894.0,2059.0,2592.0,2469.0,2732.0,3253.0,3130.0,3355.0,3193,360,205
2022,2022.04,2,Stadtkreise,80,Kreis 8,2,2 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1108.0,1075.0,1142.0,860.0,847.0,885.0,1009.0,988.0,1031.0,1292.0,1180.0,1330.0,98,80,0
2024,2024.04,2,Stadtkreise,80,Kreis 8,2,2 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1196.0,1173.0,1218.0,906.0,901.0,923.0,1077.0,1064.0,1122.0,1405.0,1341.0,1420.0,93,86,0
2022,2022.04,2,Stadtkreise,80,Kreis 8,3,3 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1153.0,1141.0,1165.0,839.0,839.0,846.0,1078.0,1071.0,1085.0,1277.0,1264.0,1284.0,253,235,0
2024,2024.04,2,Stadtkreise,80,Kreis 8,3,3 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1214.0,1204.0,1224.0,894.0,892.0,900.0,1122.0,1116.0,1132.0,1337.0,1330.0,1347.0,246,214,24
2022,2022.04,2,Stadtkreise,80,Kreis 8,4,4 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1351.0,1339.0,1362.0,1045.0,1040.0,1058.0,1350.0,1345.0,1358.0,1484.0,1476.0,1486.0,244,232,0
2024,2024.04,2,Stadtkreise,80,Kreis 8,4,4 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1440.0,1432.0,1448.0,1127.0,1121.0,1133.0,1400.0,1400.0,1408.0,1587.0,1583.0,1589.0,246,227,14
2022,2022.04,2,Stadtkreise,80,Kreis 8,2,2 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1882.0,1822.0,1942.0,1413.0,1350.0,1531.0,1891.0,1800.0,1961.0,2280.0,2199.0,2399.0,2213,477,113
2024,2024.04,2,Stadtkreise,80,Kreis 8,2,2 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2054.0,2000.0,2109.0,1477.0,1439.0,1540.0,1986.0,1910.0,2050.0,2540.0,2414.0,2639.0,2192,497,176
2022,2022.04,2,Stadtkreise,80,Kreis 8,3,3 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2323.0,2237.0,2410.0,1659.0,1560.0,1801.0,2270.0,2137.0,2390.0,2818.0,2688.0,2994.0,2773,472,125
2024,2024.04,2,Stadtkreise,80,Kreis 8,3,3 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2568.0,2492.0,2645.0,1769.0,1638.0,1900.0,2464.0,2300.0,2600.0,3207.0,3004.0,3362.0,2751,493,185
2022,2022.04,2,Stadtkreise,80,Kreis 8,4,4 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2860.0,2726.0,2995.0,1982.0,1800.0,2160.0,2650.0,2505.0,2900.0,3604.0,3240.0,3901.0,1393,166,99
2024,2024.04,2,Stadtkreise,80,Kreis 8,4,4 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2926.0,2819.0,3033.0,2111.0,1880.0,2188.0,2762.0,2618.0,2993.0,3618.0,3436.0,3865.0,1367,176,142
2022,2022.04,2,Stadtkreise,90,Kreis 9,2,2 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,944.0,916.0,972.0,702.0,679.0,729.0,911.0,878.0,931.0,1124.0,1063.0,1199.0,1657,995,46
2024,2024.04,2,Stadtkreise,90,Kreis 9,2,2 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1009.0,973.0,1045.0,776.0,740.0,816.0,984.0,956.0,1050.0,1225.0,1156.0,1266.0,1661,1028,38
2022,2022.04,2,Stadtkreise,90,Kreis 9,3,3 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,994.0,975.0,1013.0,721.0,702.0,767.0,969.0,929.0,996.0,1173.0,1148.0,1211.0,4058,2215,74
2024,2024.04,2,Stadtkreise,90,Kreis 9,3,3 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1049.0,1027.0,1070.0,811.0,768.0,843.0,1007.0,980.0,1046.0,1235.0,1205.0,1266.0,3917,2280,59
2022,2022.04,2,Stadtkreise,90,Kreis 9,4,4 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1361.0,1330.0,1393.0,1025.0,957.0,1063.0,1357.0,1322.0,1401.0,1689.0,1631.0,1719.0,2299,1211,62
2024,2024.04,2,Stadtkreise,90,Kreis 9,4,4 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1433.0,1400.0,1465.0,1102.0,1083.0,1147.0,1419.0,1381.0,1485.0,1718.0,1692.0,1750.0,2257,1253,57
2022,2022.04,2,Stadtkreise,90,Kreis 9,2,2 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1551.0,1498.0,1604.0,1185.0,1136.0,1230.0,1422.0,1338.0,1523.0,1818.0,1685.0,1984.0,5315,822,78
2024,2024.04,2,Stadtkreise,90,Kreis 9,2,2 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1636.0,1603.0,1670.0,1287.0,1239.0,1343.0,1564.0,1504.0,1630.0,1997.0,1871.0,2052.0,5440,1581,127
2022,2022.04,2,Stadtkreise,90,Kreis 9,3,3 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1713.0,1655.0,1771.0,1286.0,1233.0,1380.0,1675.0,1551.0,1724.0,2108.0,1900.0,2235.0,6624,1011,94
2024,2024.04,2,Stadtkreise,90,Kreis 9,3,3 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1946.0,1901.0,1991.0,1476.0,1436.0,1543.0,1850.0,1767.0,1914.0,2360.0,2235.0,2433.0,6831,1567,126
2022,2022.04,2,Stadtkreise,90,Kreis 9,4,4 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2240.0,2164.0,2317.0,1790.0,1700.0,1951.0,2200.0,2120.0,2319.0,2670.0,2501.0,2785.0,3028,587,63
2024,2024.04,2,Stadtkreise,90,Kreis 9,4,4 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2364.0,2301.0,2427.0,1815.0,1723.0,1955.0,2256.0,2100.0,2388.0,2750.0,2620.0,2877.0,3140,826,94
2022,2022.04,2,Stadtkreise,100,Kreis 10,2,2 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,889.0,866.0,911.0,686.0,672.0,706.0,852.0,832.0,869.0,1054.0,1025.0,1071.0,1215,801,52
2024,2024.04,2,Stadtkreise,100,Kreis 10,2,2 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,965.0,944.0,986.0,735.0,722.0,759.0,914.0,877.0,950.0,1143.0,1083.0,1164.0,1246,828,44
2022,2022.04,2,Stadtkreise,100,Kreis 10,3,3 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1048.0,1017.0,1079.0,788.0,772.0,815.0,972.0,946.0,1013.0,1219.0,1165.0,1262.0,2128,1429,40
2024,2024.04,2,Stadtkreise,100,Kreis 10,3,3 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1084.0,1063.0,1105.0,831.0,816.0,857.0,1028.0,991.0,1058.0,1233.0,1203.0,1287.0,2098,1424,41
2022,2022.04,2,Stadtkreise,100,Kreis 10,4,4 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1379.0,1348.0,1410.0,1033.0,1010.0,1060.0,1324.0,1288.0,1353.0,1637.0,1572.0,1724.0,1340,871,53
2024,2024.04,2,Stadtkreise,100,Kreis 10,4,4 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1455.0,1421.0,1488.0,1132.0,1087.0,1184.0,1401.0,1367.0,1435.0,1701.0,1644.0,1757.0,1325,876,48
2022,2022.04,2,Stadtkreise,100,Kreis 10,2,2 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1544.0,1428.0,1660.0,1262.0,1200.0,1312.0,1409.0,1386.0,1518.0,1792.0,1540.0,1900.0,2798,426,66
2024,2024.04,2,Stadtkreise,100,Kreis 10,2,2 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1542.0,1493.0,1592.0,1271.0,1221.0,1326.0,1453.0,1400.0,1538.0,1761.0,1716.0,1795.0,2804,429,100
2022,2022.04,2,Stadtkreise,100,Kreis 10,3,3 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1778.0,1687.0,1869.0,1405.0,1350.0,1472.0,1680.0,1588.0,1745.0,2061.0,1900.0,2133.0,4956,921,80
2024,2024.04,2,Stadtkreise,100,Kreis 10,3,3 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1848.0,1788.0,1907.0,1481.0,1400.0,1579.0,1820.0,1750.0,1892.0,2100.0,1985.0,2267.0,4893,828,109
2022,2022.04,2,Stadtkreise,100,Kreis 10,4,4 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2219.0,2140.0,2298.0,1744.0,1662.0,1820.0,2133.0,1950.0,2224.0,2600.0,2500.0,2750.0,2652,496,70
2024,2024.04,2,Stadtkreise,100,Kreis 10,4,4 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2236.0,2162.0,2309.0,1727.0,1630.0,1822.0,2118.0,2000.0,2232.0,2640.0,2515.0,2850.0,2627,450,119
2022,2022.04,2,Stadtkreise,110,Kreis 11,2,2 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,948.0,932.0,964.0,807.0,786.0,818.0,915.0,902.0,930.0,1030.0,1025.0,1040.0,1540,1010,80
2024,2024.04,2,Stadtkreise,110,Kreis 11,2,2 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1025.0,998.0,1052.0,867.0,850.0,891.0,984.0,962.0,1013.0,1125.0,1098.0,1165.0,1662,1082,60
2022,2022.04,2,Stadtkreise,110,Kreis 11,3,3 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1140.0,1117.0,1163.0,928.0,914.0,951.0,1102.0,1102.0,1133.0,1275.0,1252.0,1297.0,3159,2219,89
2024,2024.04,2,Stadtkreise,110,Kreis 11,3,3 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1226.0,1210.0,1242.0,1009.0,998.0,1024.0,1202.0,1172.0,1225.0,1390.0,1370.0,1407.0,3235,2321,92
2022,2022.04,2,Stadtkreise,110,Kreis 11,4,4 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1344.0,1326.0,1363.0,1095.0,1071.0,1117.0,1344.0,1304.0,1363.0,1537.0,1515.0,1564.0,2768,1849,106
2024,2024.04,2,Stadtkreise,110,Kreis 11,4,4 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1465.0,1447.0,1483.0,1219.0,1206.0,1235.0,1464.0,1446.0,1482.0,1669.0,1640.0,1686.0,2766,1885,94
2022,2022.04,2,Stadtkreise,110,Kreis 11,2,2 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1460.0,1417.0,1502.0,1184.0,1160.0,1210.0,1356.0,1334.0,1430.0,1700.0,1591.0,1760.0,5662,1181,119
2024,2024.04,2,Stadtkreise,110,Kreis 11,2,2 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1532.0,1496.0,1567.0,1222.0,1200.0,1281.0,1474.0,1432.0,1550.0,1799.0,1749.0,1850.0,5698,1169,171
2022,2022.04,2,Stadtkreise,110,Kreis 11,3,3 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1677.0,1634.0,1720.0,1324.0,1264.0,1380.0,1600.0,1559.0,1668.0,1950.0,1898.0,2004.0,8790,1801,137
2024,2024.04,2,Stadtkreise,110,Kreis 11,3,3 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1789.0,1749.0,1829.0,1415.0,1329.0,1466.0,1760.0,1722.0,1838.0,2100.0,2062.0,2190.0,8502,1692,196
2022,2022.04,2,Stadtkreise,110,Kreis 11,4,4 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1962.0,1907.0,2017.0,1596.0,1520.0,1654.0,1891.0,1830.0,1952.0,2284.0,2187.0,2350.0,4742,1211,117
2024,2024.04,2,Stadtkreise,110,Kreis 11,4,4 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,2162.0,2106.0,2219.0,1688.0,1623.0,1745.0,2122.0,2061.0,2239.0,2573.0,2493.0,2694.0,4555,1057,151
2022,2022.04,2,Stadtkreise,120,Kreis 12,2,2 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,874.0,859.0,890.0,672.0,667.0,682.0,812.0,795.0,842.0,1075.0,1054.0,1117.0,1355,962,59
2024,2024.04,2,Stadtkreise,120,Kreis 12,2,2 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,920.0,910.0,929.0,752.0,724.0,761.0,887.0,859.0,911.0,1105.0,1090.0,1135.0,1396,952,51
2022,2022.04,2,Stadtkreise,120,Kreis 12,3,3 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1005.0,994.0,1015.0,711.0,701.0,730.0,911.0,876.0,943.0,1282.0,1243.0,1326.0,2932,2025,88
2024,2024.04,2,Stadtkreise,120,Kreis 12,3,3 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1085.0,1074.0,1096.0,764.0,750.0,766.0,1022.0,1005.0,1045.0,1387.0,1346.0,1419.0,3035,2003,91
2022,2022.04,2,Stadtkreise,120,Kreis 12,4,4 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1305.0,1283.0,1327.0,921.0,894.0,1016.0,1245.0,1236.0,1288.0,1613.0,1565.0,1674.0,2104,1302,73
2024,2024.04,2,Stadtkreise,120,Kreis 12,4,4 Zimmer,1,Gemeinnützig,1,Wohnung,1,netto,1406.0,1380.0,1432.0,1077.0,996.0,1157.0,1375.0,1337.0,1472.0,1705.0,1666.0,1726.0,2158,1240,73
2022,2022.04,2,Stadtkreise,120,Kreis 12,2,2 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1291.0,1228.0,1354.0,1087.0,1043.0,1184.0,1311.0,1255.0,1390.0,1480.0,1443.0,1570.0,1713,426,64
2024,2024.04,2,Stadtkreise,120,Kreis 12,2,2 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1332.0,1274.0,1389.0,1160.0,1060.0,1240.0,1312.0,1249.0,1375.0,1535.0,1478.0,1595.0,1626,385,105
2022,2022.04,2,Stadtkreise,120,Kreis 12,3,3 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1404.0,1359.0,1449.0,1253.0,1157.0,1325.0,1435.0,1402.0,1450.0,1530.0,1490.0,1586.0,2933,582,93
2024,2024.04,2,Stadtkreise,120,Kreis 12,3,3 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1543.0,1502.0,1583.0,1300.0,1212.0,1351.0,1528.0,1466.0,1570.0,1734.0,1680.0,1803.0,2752,504,132
2022,2022.04,2,Stadtkreise,120,Kreis 12,4,4 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1724.0,1665.0,1784.0,1371.0,1255.0,1440.0,1595.0,1520.0,1698.0,2050.0,1920.0,2249.0,1107,274,68
2024,2024.04,2,Stadtkreise,120,Kreis 12,4,4 Zimmer,2,Nicht gemeinnützig,1,Wohnung,1,netto,1858.0,1811.0,1904.0,1467.0,1398.0,1530.0,1717.0,1667.0,1816.0,2248.0,2149.0,2317.0,1000,256,106
2022,2022.04,2,Stadtkreise,0,Ganze Stadt,2,2 Zimmer,1,Gemeinnützig,2,Quadratmeter,1,netto,16.14,16.0,16.27,13.07,12.97,13.2,15.34,15.15,15.56,18.11,17.87,18.39,11106,7152,504
2024,2024.04,2,Stadtkreise,0,Ganze Stadt,2,2 Zimmer,1,Gemeinnützig,2,Quadratmeter,1,netto,17.22,17.07,17.37,14.04,13.87,14.2,16.54,16.32,16.7,19.58,19.39,19.71,11437,7430,461
2022,2022.04,2,Stadtkreise,0,Ganze Stadt,3,3 Zimmer,1,Gemeinnützig,2,Quadratmeter,1,netto,14.14,14.04,14.25,11.69,11.6,11.79,13.48,13.38,13.59,15.97,15.81,16.11,22955,14593,605
2024,2024.04,2,Stadtkreise,0,Ganze Stadt,3,3 Zimmer,1,Gemeinnützig,2,Quadratmeter,1,netto,15.07,14.98,15.15,12.58,12.47,12.68,14.53,14.44,14.62,16.94,16.82,17.07,23071,15107,620
2022,2022.04,2,Stadtkreise,0,Ganze Stadt,4,4 Zimmer,1,Gemeinnützig,2,Quadratmeter,1,netto,13.98,13.89,14.07,11.83,11.74,11.96,13.72,13.63,13.82,15.67,15.53,15.79,14925,9246,604
2024,2024.04,2,Stadtkreise,0,Ganze Stadt,4,4 Zimmer,1,Gemeinnützig,2,Quadratmeter,1,netto,14.99,14.88,15.09,12.69,12.58,12.81,14.52,14.45,14.62,16.83,16.67,17.0,14957,9478,580
2022,2022.04,2,Stadtkreise,0,Ganze Stadt,9,"2 , 3  und 4 Zimmer",1,Gemeinnützig,2,Quadratmeter,1,netto,14.54,14.48,14.61,12.0,11.96,12.06,13.93,13.84,13.99,16.36,16.29,16.48,48986,30991,1713
2024,2024.04,2,Stadtkreise,0,Ganze Stadt,9,"2 , 3  und 4 Zimmer",1,Gemeinnützig,2,Quadratmeter,1,netto,15.54,15.47,15.61,12.89,12.83,12.95,14.88,14.8,14.95,17.48,17.37,17.6,49465,32015,1661
2022,2022.04,2,Stadtkreise,0,Ganze Stadt,2,2 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,1,netto,27.59,27.28,27.91,21.82,21.48,22.22,26.39,26.09,26.7,32.06,31.51,32.77,35586,6336,1210
2024,2024.04,2,Stadtkreise,0,Ganze Stadt,2,2 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,1,netto,29.48,29.25,29.72,23.07,22.82,23.38,28.45,28.13,28.75,34.42,33.88,34.85,35728,7237,1786
2022,2022.04,2,Stadtkreise,0,Ganze Stadt,3,3 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,1,netto,23.94,23.66,24.22,19.11,18.67,19.36,22.89,22.57,23.17,27.8,27.45,28.25,51225,8700,1260
2024,2024.04,2,Stadtkreise,0,Ganze Stadt,3,3 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,1,netto,25.79,25.56,26.02,20.21,20.0,20.61,25.0,24.76,25.36,30.0,29.69,30.49,50539,9132,1836
2022,2022.04,2,Stadtkreise,0,Ganze Stadt,4,4 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,1,netto,22.66,22.37,22.95,17.79,17.46,18.05,21.46,21.1,21.92,26.61,26.09,27.25,25972,4545,1053
2024,2024.04,2,Stadtkreise,0,Ganze Stadt,4,4 Zimmer,2,Nicht gemeinnützig,2,Quadratmeter,1,netto,23.87,23.62,24.12,18.71,18.45,19.03,22.78,22.57,23.11,28.19,27.85,28.62,25502,4670,1514
